order_id,order_date,supplier_id,product_id,qty_ordered,delivery_days_actual
PO01213,2023-05-27,S004,P0019,324,22
PO01214,2024-08-31,S013,P0036,243,10
PO01215,2024-02-27,S016,P0001,450,23
PO01216,2023-11-27,S010,P0043,463,20
PO01217,2024-07-02,S006,P0013,336,28
PO01218,2025-09-07,S013,P0025,252,21
PO01219,2024-05-02,S012,P0012,433,12
PO01220,2025-11-07,S003,P0029,407,10
PO01221,2023-06-27,S018,P0027,206,11
PO01222,2023-05-31,S016,P0026,401,27
PO01223,2023-09-19,S015,P0008,477,8
PO01224,2023-06-12,S001,P0024,363,17
PO01225,2024-02-28,S019,P0020,368,16
PO01226,2024-11-30,S006,P0047,433,19
PO01227,2023-02-04,S015,P0020,370,23
PO01228,2023-06-17,S005,P0001,408,8
PO01229,2023-08-29,S013,P0024,410,14
PO01230,2024-11-29,S002,P0042,360,11
PO01231,2023-02-24,S015,P0024,394,18
PO01232,2025-07-15,S014,P0023,112,16
PO01233,2024-07-25,S009,P0034,422,14
PO01234,2025-10-29,S009,P0009,196,11
PO01235,2025-05-08,S006,P0032,118,12
PO01236,2023-12-24,S009,P0042,195,10
PO01237,2024-03-17,S014,P0003,408,21
PO01238,2025-06-30,S005,P0038,165,27
PO01239,2024-03-29,S002,P0033,220,22
PO01240,2025-10-13,S006,P0013,307,11
PO01241,2025-05-05,S012,P0038,469,5
PO01242,2024-09-14,S001,P0009,483,25
PO01243,2024-09-20,S003,P0001,360,11
PO01244,2024-11-08,S019,P0013,457,24
PO01245,2025-03-28,S006,P0037,148,28
PO01246,2023-04-07,S002,P0021,157,17
PO01247,2024-02-18,S013,P0011,204,26
PO01248,2023-06-21,S018,P0037,353,10
PO01249,2024-12-27,S004,P0013,393,19
PO01250,2024-12-29,S002,P0034,405,22
PO01251,2025-06-05,S017,P0001,404,25
PO01252,2025-01-01,S003,P0005,155,10
PO01253,2024-05-28,S015,P0040,260,22
PO01254,2023-12-22,S011,P0019,485,6
PO01255,2025-02-18,S009,P0021,101,21
PO01256,2025-07-18,S002,P0032,259,17
PO01257,2025-04-26,S006,P0005,111,23
PO01258,2024-11-21,S005,P0004,138,24
PO01259,2024-01-03,S012,P0034,150,19
PO01260,2024-09-29,S013,P0002,233,8
PO01261,2023-01-06,S011,P0004,114,23
PO01262,2025-11-15,S011,P0023,323,17
PO01263,2024-03-28,S010,P0015,402,17
PO01264,2023-02-18,S005,P0035,400,17
PO01265,2023-11-26,S005,P0044,400,10
PO01266,2024-08-19,S006,P0037,370,29
PO01267,2024-09-09,S009,P0002,365,27
PO01268,2023-10-30,S012,P0029,434,5
PO01269,2025-11-10,S003,P0014,202,19
PO01270,2024-10-15,S017,P0022,466,27
PO01271,2024-04-01,S015,P0023,454,27
PO01272,2025-03-27,S003,P0024,367,22
PO01273,2023-10-24,S019,P0020,390,10
PO01274,2023-01-19,S008,P0030,359,11
PO01275,2023-05-20,S005,P0019,237,14
PO01276,2024-07-20,S006,P0003,439,28
PO01277,2023-12-24,S001,P0034,270,15
PO01278,2025-03-06,S010,P0012,258,28
PO01279,2024-11-12,S009,P0034,467,12
PO01280,2025-04-25,S013,P0005,428,5
PO01281,2024-10-29,S010,P0047,477,20
PO01282,2024-04-13,S007,P0007,414,25
PO01283,2025-06-08,S015,P0045,251,17
PO01284,2025-06-17,S010,P0015,344,21
PO01285,2025-05-27,S020,P0025,188,20
PO01286,2023-05-04,S017,P0018,350,20
PO01287,2023-05-15,S001,P0024,414,12
PO01288,2023-02-10,S016,P0024,172,17
PO01289,2025-06-30,S001,P0031,256,17
PO01290,2024-11-23,S013,P0039,429,21
PO01291,2023-07-02,S003,P0010,185,12
PO01292,2025-11-09,S004,P0004,495,14
PO01293,2025-06-18,S020,P0007,217,29
PO01294,2024-07-02,S014,P0026,363,27
PO01295,2023-12-04,S012,P0005,381,24
PO01296,2023-10-05,S004,P0030,375,12
PO01297,2024-09-01,S005,P0003,436,10
PO01298,2024-01-18,S014,P0008,149,12
PO01299,2025-05-20,S019,P0020,259,20
PO01300,2023-10-09,S012,P0032,233,16
PO01301,2023-02-17,S006,P0017,259,23
PO01302,2024-02-24,S004,P0048,131,23
PO01303,2024-06-10,S012,P0038,387,6
PO01304,2025-06-21,S001,P0045,228,13
PO01305,2024-11-01,S006,P0039,204,22
PO01306,2025-11-04,S017,P0024,110,24
PO01307,2025-06-27,S003,P0025,111,8
PO01308,2023-05-30,S005,P0050,120,7
PO01309,2025-08-03,S007,P0040,376,26
PO01310,2025-05-04,S009,P0011,237,15
PO01311,2025-02-26,S010,P0026,236,13
PO01312,2023-10-31,S016,P0009,495,27
PO01313,2023-09-12,S008,P0004,387,21
PO01314,2023-10-25,S018,P0024,312,5
PO01315,2023-02-10,S018,P0012,117,21
PO01316,2023-04-13,S014,P0039,405,9
PO01317,2025-11-19,S015,P0041,266,22
PO01318,2024-06-19,S010,P0032,488,10
PO01319,2024-09-04,S020,P0041,335,26
PO01320,2023-10-27,S020,P0049,426,27
PO01321,2023-11-05,S018,P0044,433,23
PO01322,2024-08-13,S020,P0007,460,20
PO01323,2024-06-07,S018,P0048,377,14
PO01324,2025-04-25,S017,P0023,320,25
PO01325,2023-03-25,S002,P0016,462,25
PO01326,2023-10-28,S014,P0004,386,21
PO01327,2025-07-21,S002,P0050,319,29
PO01328,2023-10-13,S006,P0002,373,11
PO01329,2024-02-13,S019,P0033,107,8
PO01330,2024-05-02,S016,P0045,464,19
PO01331,2023-04-02,S007,P0046,242,16
PO01332,2023-12-03,S004,P0046,106,20
PO01333,2025-11-15,S018,P0015,262,29
PO01334,2023-02-16,S010,P0046,135,23
PO01335,2025-03-17,S002,P0019,395,17
PO01336,2024-08-18,S018,P0028,328,24
PO01337,2024-05-05,S004,P0027,176,6
PO01338,2024-01-27,S008,P0024,268,23
PO01339,2024-09-22,S011,P0022,332,27
PO01340,2024-04-09,S012,P0037,110,15
PO01341,2023-12-13,S003,P0029,479,23
PO01342,2024-10-27,S006,P0031,213,22
PO01343,2025-03-31,S004,P0042,455,21
PO01344,2023-08-22,S018,P0038,442,24
PO01345,2024-10-16,S013,P0035,352,12
PO01346,2025-10-11,S003,P0022,278,12
PO01347,2025-11-09,S004,P0039,250,12
PO01348,2023-07-28,S012,P0045,273,18
PO01349,2023-03-30,S015,P0037,355,28
PO01350,2023-03-26,S011,P0020,212,7
PO01351,2024-09-03,S011,P0017,487,9
PO01352,2023-10-17,S011,P0023,141,13
PO01353,2025-10-12,S013,P0020,207,29
PO01354,2024-01-29,S015,P0036,133,24
PO01355,2023-03-16,S015,P0019,234,11
PO01356,2023-04-14,S017,P0004,392,29
PO01357,2024-07-04,S001,P0023,375,28
PO01358,2025-03-26,S006,P0011,256,26
PO01359,2023-10-25,S007,P0001,324,10
PO01360,2024-04-19,S014,P0003,298,17
PO01361,2025-05-09,S001,P0048,323,11
PO01362,2024-03-04,S020,P0019,104,12
PO01363,2023-06-13,S006,P0007,412,7
PO01364,2025-11-21,S018,P0048,114,20
PO01365,2023-03-23,S009,P0047,291,20
PO01366,2023-06-03,S002,P0037,217,24
PO01367,2024-08-14,S017,P0017,208,27
PO01368,2025-09-10,S011,P0044,144,14
PO01369,2024-03-02,S019,P0010,153,10
PO01370,2025-03-30,S013,P0036,330,23
PO01371,2023-11-12,S016,P0038,357,10
PO01372,2024-08-12,S012,P0037,327,22
PO01373,2025-06-13,S009,P0041,484,24
PO01374,2023-12-12,S008,P0043,115,18
PO01375,2025-10-04,S014,P0007,361,10
PO01376,2024-07-09,S018,P0009,427,21
PO01377,2025-07-08,S009,P0029,307,23
PO01378,2025-03-18,S012,P0022,459,20
PO01379,2023-03-31,S017,P0037,175,29
PO01380,2024-10-21,S015,P0030,489,23
PO01381,2024-02-13,S019,P0033,101,20
PO01382,2023-08-26,S010,P0047,331,10
PO01383,2025-04-18,S004,P0049,238,9
PO01384,2024-07-17,S005,P0022,493,11
PO01385,2023-08-01,S007,P0042,197,13
PO01386,2025-03-27,S019,P0016,430,27
PO01387,2023-10-06,S012,P0003,333,24
PO01388,2023-08-11,S005,P0046,222,28
PO01389,2024-07-13,S001,P0010,197,21
PO01390,2023-05-10,S005,P0040,227,7
PO01391,2024-12-07,S019,P0017,174,27
PO01392,2023-01-23,S016,P0011,454,6
PO01393,2025-09-04,S020,P0028,471,28
PO01394,2024-05-18,S013,P0017,107,8
PO01395,2023-02-28,S007,P0033,237,24
PO01396,2024-08-29,S003,P0044,195,16
PO01397,2023-07-27,S012,P0030,279,7
PO01398,2024-09-12,S001,P0023,450,14
PO01399,2025-04-01,S020,P0038,359,18
PO01400,2024-07-11,S019,P0006,358,28
PO01401,2024-03-14,S015,P0049,129,26
PO01402,2023-04-20,S020,P0017,174,13
PO01403,2024-11-28,S019,P0013,274,28
PO01404,2023-05-17,S018,P0042,133,15
PO01405,2023-10-29,S020,P0019,166,24
PO01406,2025-08-18,S010,P0018,346,12
PO01407,2024-05-08,S010,P0033,412,13
PO01408,2024-07-29,S019,P0002,333,10
PO01409,2023-03-14,S010,P0044,174,10
PO01410,2024-06-17,S012,P0025,302,13
PO01411,2025-07-09,S020,P0023,408,17
PO01412,2024-01-28,S004,P0011,395,29
PO01413,2023-06-23,S020,P0005,176,24
PO01414,2023-03-04,S009,P0041,347,10
PO01415,2023-04-16,S012,P0016,344,25
PO01416,2024-12-21,S019,P0011,173,25
PO01417,2023-01-06,S019,P0004,457,19
PO01418,2024-08-22,S007,P0029,215,13
PO01419,2023-11-17,S019,P0009,197,28
PO01420,2024-11-26,S015,P0018,167,15
PO01421,2025-04-29,S010,P0018,188,24
PO01422,2024-10-19,S004,P0038,340,21
PO01423,2025-08-17,S005,P0027,326,6
PO01424,2025-11-23,S004,P0006,122,23
PO01425,2025-03-16,S009,P0036,110,27
PO01426,2024-12-06,S019,P0027,415,26
PO01427,2025-11-16,S009,P0011,133,20
PO01428,2024-04-23,S019,P0038,371,25
PO01429,2025-08-18,S014,P0009,253,17
PO01430,2024-10-05,S006,P0013,342,6
PO01431,2025-04-18,S015,P0018,457,26
PO01432,2025-04-16,S011,P0047,483,15
PO01433,2025-01-25,S012,P0018,184,26
PO01434,2024-02-21,S015,P0001,338,28
PO01435,2024-01-16,S004,P0029,436,28
PO01436,2023-09-04,S020,P0023,149,17
PO01437,2024-12-03,S005,P0037,466,11
PO01438,2025-03-03,S006,P0032,397,17
PO01439,2024-10-31,S012,P0027,180,29
PO01440,2024-08-14,S020,P0018,153,23
PO01441,2025-04-28,S002,P0048,427,28
PO01442,2024-12-05,S006,P0047,186,16
PO01443,2024-12-13,S007,P0016,382,12
PO01444,2024-11-20,S011,P0038,353,9
PO01445,2023-03-18,S005,P0025,402,21
PO01446,2025-05-09,S009,P0048,381,12
PO01447,2025-09-27,S008,P0001,182,22
PO01448,2024-03-28,S009,P0043,481,15
PO01449,2024-03-31,S001,P0001,498,17
PO01450,2024-10-24,S014,P0033,103,19
PO01451,2024-02-12,S012,P0010,356,8
PO01452,2025-05-04,S010,P0006,207,14
PO01453,2024-06-16,S019,P0041,191,24
PO01454,2025-05-15,S013,P0045,301,7
PO01455,2024-04-15,S014,P0024,191,7
PO01456,2025-01-11,S004,P0006,160,23
PO01457,2024-01-12,S017,P0009,459,16
PO01458,2025-02-28,S019,P0033,486,18
PO01459,2025-05-28,S005,P0015,270,11
PO01460,2025-09-27,S012,P0038,401,22
PO01461,2023-10-29,S007,P0036,307,17
PO01462,2025-09-27,S001,P0008,127,15
PO01463,2023-04-08,S004,P0050,420,6
PO01464,2025-06-22,S009,P0026,151,7
PO01465,2025-01-20,S019,P0007,178,16
PO01466,2024-08-22,S015,P0010,111,16
PO01467,2023-01-31,S019,P0018,451,19
PO01468,2024-06-06,S020,P0026,124,26
PO01469,2023-11-01,S007,P0004,351,12
PO01470,2024-03-13,S005,P0041,338,23
PO01471,2025-04-14,S017,P0043,263,12
PO01472,2024-06-20,S007,P0008,328,25
PO01473,2023-05-21,S017,P0025,248,14
PO01474,2024-01-09,S004,P0018,354,12
PO01475,2023-01-19,S013,P0047,337,26
PO01476,2024-12-01,S003,P0005,109,25
PO01477,2023-08-08,S018,P0004,150,24
PO01478,2023-10-24,S008,P0043,382,9
PO01479,2024-05-18,S017,P0008,117,14
PO01480,2023-06-19,S005,P0002,341,5
PO01481,2024-11-21,S001,P0003,282,29
PO01482,2023-09-20,S007,P0030,325,29
PO01483,2023-01-24,S011,P0007,434,8
PO01484,2024-11-28,S019,P0050,232,15
PO01485,2025-04-11,S012,P0044,392,5
PO01486,2023-09-27,S012,P0024,407,27
PO01487,2023-05-12,S001,P0007,330,18
PO01488,2025-07-17,S011,P0036,325,26
PO01489,2025-09-24,S013,P0001,473,16
PO01490,2024-10-19,S010,P0030,415,15
PO01491,2023-10-11,S012,P0048,380,26
PO01492,2025-04-29,S015,P0034,478,10
PO01493,2024-04-29,S015,P0006,388,14
PO01494,2023-04-23,S012,P0001,324,23
PO01495,2024-08-18,S017,P0026,370,24
PO01496,2023-07-05,S016,P0039,100,5
PO01497,2025-03-14,S003,P0031,265,21
PO01498,2025-04-11,S016,P0040,272,11
PO01499,2024-06-06,S008,P0040,234,24
PO01500,2025-03-10,S016,P0002,111,6
PO01501,2024-10-02,S018,P0011,423,28
PO01502,2024-03-13,S018,P0045,253,11
PO01503,2024-04-05,S016,P0041,493,14
PO01504,2025-11-19,S015,P0038,299,22
PO01505,2024-12-23,S003,P0030,149,16
PO01506,2023-05-17,S007,P0023,451,15
PO01507,2024-03-13,S008,P0016,409,27
PO01508,2023-11-21,S020,P0027,142,20
PO01509,2025-02-16,S018,P0036,457,11
PO01510,2023-04-07,S005,P0023,254,18
PO01511,2025-01-31,S005,P0033,243,7
PO01512,2024-12-29,S013,P0022,342,29
PO01513,2023-07-03,S009,P0039,447,25
PO01514,2025-03-04,S013,P0016,441,28
PO01515,2023-08-03,S017,P0004,483,12
PO01516,2023-01-12,S014,P0046,419,5
PO01517,2024-04-22,S013,P0046,398,25
PO01518,2023-06-16,S002,P0015,355,25
PO01519,2023-12-21,S010,P0017,456,7
PO01520,2024-07-25,S007,P0031,309,25
PO01521,2025-09-19,S014,P0039,223,21
PO01522,2024-09-19,S004,P0031,497,18
PO01523,2024-03-19,S016,P0035,163,14
PO01524,2024-07-05,S015,P0022,322,14
PO01525,2025-05-26,S008,P0022,148,5
PO01526,2025-04-04,S007,P0003,437,16
PO01527,2025-01-29,S014,P0018,218,19
PO01528,2024-04-14,S004,P0026,473,19
PO01529,2024-05-28,S001,P0035,403,14
PO01530,2023-03-07,S013,P0024,455,5
PO01531,2023-10-16,S011,P0026,367,10
PO01532,2024-03-28,S006,P0036,285,18
PO01533,2023-05-02,S001,P0021,251,26
PO01534,2024-12-28,S003,P0048,358,14
PO01535,2023-01-29,S007,P0049,441,21
PO01536,2023-04-15,S006,P0007,357,5
PO01537,2023-12-30,S010,P0005,315,25
PO01538,2024-08-02,S015,P0031,363,22
PO01539,2023-03-12,S005,P0015,200,23
PO01540,2024-01-21,S012,P0047,228,27
PO01541,2024-10-08,S005,P0002,352,7
PO01542,2024-09-13,S010,P0018,401,21
PO01543,2024-12-12,S002,P0010,359,21
PO01544,2024-03-22,S009,P0046,171,9
PO01545,2025-01-31,S001,P0002,316,18
PO01546,2023-06-24,S010,P0010,131,20
PO01547,2024-06-24,S006,P0040,371,29
PO01548,2024-03-20,S008,P0012,130,7
PO01549,2024-01-01,S006,P0047,232,9
PO01550,2025-09-11,S017,P0022,240,10
PO01551,2025-07-15,S019,P0041,235,27
PO01552,2023-02-02,S016,P0021,494,8
PO01553,2025-07-23,S013,P0049,294,27
PO01554,2023-09-27,S014,P0028,132,7
PO01555,2023-06-08,S019,P0003,231,8
PO01556,2024-03-07,S008,P0037,249,11
PO01557,2025-01-10,S019,P0042,413,7
PO01558,2024-03-29,S014,P0028,453,28
PO01559,2025-01-02,S019,P0005,337,16
PO01560,2024-11-22,S011,P0005,330,14
PO01561,2023-02-01,S020,P0009,462,27
PO01562,2024-01-17,S015,P0024,180,9
PO01563,2024-12-01,S016,P0037,195,18
PO01564,2023-05-25,S013,P0031,125,6
PO01565,2025-08-30,S011,P0014,498,27
PO01566,2024-02-09,S011,P0041,280,6
PO01567,2025-11-03,S015,P0027,160,19
PO01568,2023-07-19,S006,P0021,223,6
PO01569,2023-10-08,S009,P0023,103,8
PO01570,2024-04-16,S003,P0038,244,14
PO01571,2025-08-09,S019,P0004,436,16
PO01572,2023-08-06,S010,P0004,111,17
PO01573,2025-11-12,S010,P0047,306,13
PO01574,2024-04-26,S006,P0005,238,8
PO01575,2025-02-19,S014,P0013,318,16
PO01576,2023-08-20,S005,P0045,369,28
PO01577,2025-01-02,S004,P0032,114,10
PO01578,2023-04-01,S013,P0005,368,11
PO01579,2024-11-11,S003,P0031,389,22
PO01580,2025-04-09,S013,P0046,360,22
PO01581,2023-05-30,S007,P0015,471,10
PO01582,2023-03-18,S012,P0018,169,23
PO01583,2025-05-09,S011,P0040,320,26
PO01584,2025-02-19,S003,P0049,142,18
PO01585,2023-03-27,S018,P0018,379,8
PO01586,2024-11-16,S017,P0028,404,24
PO01587,2025-05-08,S014,P0008,132,16
PO01588,2025-08-11,S011,P0028,357,20
PO01589,2023-04-21,S007,P0014,389,18
PO01590,2025-05-16,S019,P0005,309,12
PO01591,2023-02-20,S004,P0018,481,29
PO01592,2025-06-08,S011,P0007,313,14
PO01593,2024-11-20,S011,P0018,166,15
PO01594,2023-06-09,S001,P0019,307,27
PO01595,2025-05-28,S003,P0016,493,29
PO01596,2023-08-02,S018,P0015,498,20
PO01597,2024-11-14,S006,P0032,431,21
PO01598,2024-11-06,S002,P0043,216,26
PO01599,2025-05-25,S016,P0002,266,14
PO01600,2023-01-12,S003,P0029,150,8
PO01601,2025-11-26,S006,P0039,498,20
PO01602,2023-12-03,S015,P0026,446,6
PO01603,2023-05-22,S018,P0021,170,20
PO01604,2025-11-29,S009,P0033,445,22
PO01605,2023-09-29,S014,P0037,290,10
PO01606,2025-11-05,S008,P0015,446,24
PO01607,2023-02-27,S001,P0029,241,25
PO01608,2024-11-05,S017,P0019,240,29
PO01609,2023-08-14,S011,P0031,177,12
PO01610,2023-06-10,S004,P0039,311,8
PO01611,2024-12-27,S008,P0049,323,15
PO01612,2025-10-12,S014,P0039,138,6
PO01613,2025-01-01,S007,P0024,421,6
PO01614,2024-12-25,S011,P0015,435,23
PO01615,2024-06-08,S019,P0030,309,27
PO01616,2023-06-09,S002,P0025,287,11
PO01617,2023-06-18,S004,P0047,291,27
PO01618,2024-02-08,S012,P0017,452,7
PO01619,2023-09-14,S020,P0029,402,13
PO01620,2024-03-06,S017,P0025,320,20
PO01621,2025-03-25,S011,P0046,349,11
PO01622,2023-03-28,S019,P0003,316,18
PO01623,2023-07-24,S018,P0022,109,16
PO01624,2024-10-05,S020,P0036,419,16
PO01625,2023-11-18,S018,P0005,432,29
PO01626,2024-11-18,S001,P0040,102,13
PO01627,2023-02-23,S013,P0007,287,11
PO01628,2023-07-20,S009,P0027,186,9
PO01629,2023-09-29,S020,P0015,424,12
PO01630,2024-01-31,S003,P0044,308,14
PO01631,2024-11-26,S015,P0014,320,23
PO01632,2023-06-27,S004,P0012,259,26
PO01633,2024-12-06,S011,P0015,459,28
PO01634,2023-04-07,S004,P0047,483,23
PO01635,2025-09-24,S010,P0040,389,13
PO01636,2024-08-19,S011,P0026,458,22
PO01637,2024-08-12,S007,P0044,175,21
PO01638,2023-05-26,S017,P0043,393,17
PO01639,2024-07-16,S016,P0027,184,16
PO01640,2025-08-25,S002,P0050,249,14
PO01641,2023-09-05,S016,P0005,385,26
PO01642,2024-07-31,S014,P0022,280,10
PO01643,2023-03-25,S019,P0039,183,17
PO01644,2024-02-14,S001,P0021,485,20
PO01645,2025-05-21,S010,P0050,298,8
PO01646,2024-05-14,S004,P0040,393,22
PO01647,2024-05-17,S008,P0045,412,23
PO01648,2023-04-14,S004,P0047,388,22
PO01649,2023-01-06,S010,P0023,383,16
PO01650,2024-07-12,S017,P0024,353,24
PO01651,2025-04-27,S013,P0005,290,14
PO01652,2023-01-19,S016,P0015,281,15
PO01653,2023-01-03,S014,P0034,233,12
PO01654,2023-05-21,S006,P0029,194,19
PO01655,2024-08-16,S001,P0037,135,6
PO01656,2025-03-19,S017,P0035,429,11
PO01657,2024-01-10,S011,P0025,217,24
PO01658,2023-01-07,S019,P0004,246,10
PO01659,2023-01-31,S004,P0026,489,21
PO01660,2024-09-28,S002,P0038,107,21
PO01661,2025-10-20,S006,P0047,489,27
PO01662,2023-01-19,S015,P0004,268,27
PO01663,2023-02-16,S005,P0036,210,11
PO01664,2024-03-31,S008,P0002,316,23
PO01665,2024-09-15,S011,P0047,470,10
PO01666,2024-06-12,S018,P0016,345,14
PO01667,2024-06-29,S007,P0014,370,28
PO01668,2025-10-02,S020,P0040,249,28
PO01669,2023-10-12,S016,P0020,487,12
PO01670,2024-01-07,S015,P0019,185,27
PO01671,2023-01-24,S004,P0020,155,8
PO01672,2024-12-21,S004,P0028,373,25
PO01673,2024-08-22,S004,P0045,206,26
PO01674,2025-08-31,S002,P0005,480,21
PO01675,2024-07-19,S019,P0050,123,6
PO01676,2024-06-03,S008,P0048,326,26
PO01677,2024-05-19,S014,P0046,294,23
PO01678,2023-09-25,S016,P0037,373,23
PO01679,2023-07-15,S010,P0015,444,8
PO01680,2023-09-17,S017,P0019,183,20
PO01681,2025-08-15,S018,P0036,138,21
PO01682,2025-04-24,S008,P0026,188,25
PO01683,2024-02-19,S011,P0039,288,12
PO01684,2025-02-10,S004,P0049,432,12
PO01685,2023-12-25,S019,P0030,433,11
PO01686,2025-08-09,S017,P0012,449,11
PO01687,2023-04-28,S002,P0019,143,8
PO01688,2024-03-08,S003,P0047,331,29
PO01689,2025-06-10,S019,P0009,383,10
PO01690,2023-09-11,S017,P0036,385,22
PO01691,2024-08-14,S020,P0005,150,15
PO01692,2025-01-11,S016,P0029,388,19
PO01693,2024-03-02,S005,P0032,465,25
PO01694,2025-05-03,S002,P0003,419,20
PO01695,2025-04-19,S007,P0025,383,27
PO01696,2024-05-06,S007,P0034,474,16
PO01697,2024-03-13,S009,P0031,172,28
PO01698,2023-10-08,S014,P0047,497,15
PO01699,2024-03-20,S016,P0021,326,11
PO01700,2024-11-08,S012,P0044,409,14
PO01701,2025-11-25,S018,P0047,276,7
PO01702,2024-07-06,S008,P0049,106,9
PO01703,2025-03-25,S015,P0045,211,13
PO01704,2025-01-21,S017,P0010,415,26
PO01705,2025-09-09,S012,P0034,356,8
PO01706,2025-02-08,S011,P0029,150,26
PO01707,2024-06-03,S012,P0021,393,20
PO01708,2024-07-21,S010,P0041,165,21
PO01709,2023-09-24,S003,P0013,468,23
PO01710,2024-04-15,S007,P0032,173,24
PO01711,2024-08-08,S005,P0026,198,19
PO01712,2025-01-28,S020,P0018,286,11
PO01713,2024-12-18,S006,P0039,207,6
PO01714,2024-10-03,S008,P0026,325,27
PO01715,2023-05-14,S005,P0024,355,12
PO01716,2023-06-01,S009,P0031,289,17
PO01717,2024-10-03,S013,P0047,266,17
PO01718,2024-05-25,S014,P0016,334,28
PO01719,2023-06-06,S011,P0037,162,27
PO01720,2023-05-08,S018,P0029,259,12
PO01721,2025-02-13,S014,P0012,472,28
PO01722,2023-12-01,S006,P0005,184,5
PO01723,2025-10-18,S003,P0050,477,21
PO01724,2023-12-24,S010,P0044,327,11
PO01725,2023-09-13,S009,P0010,114,12
PO01726,2023-09-28,S009,P0012,228,29
PO01727,2024-05-20,S018,P0040,256,25
PO01728,2025-10-01,S002,P0028,193,22
PO01729,2023-08-21,S018,P0001,343,14
PO01730,2025-08-29,S014,P0046,388,27
PO01731,2024-02-14,S003,P0042,478,24
PO01732,2025-07-23,S005,P0026,187,25
PO01733,2023-11-24,S010,P0034,425,5
PO01734,2025-10-08,S014,P0021,109,8
PO01735,2025-08-18,S012,P0049,273,25
PO01736,2025-07-27,S019,P0018,274,13
PO01737,2025-01-18,S017,P0029,117,9
PO01738,2023-10-15,S004,P0010,109,25
PO01739,2025-02-09,S007,P0029,191,12
PO01740,2023-09-08,S013,P0035,389,24
PO01741,2023-05-25,S003,P0041,397,11
PO01742,2024-03-16,S020,P0020,197,9
PO01743,2025-05-31,S010,P0009,190,18
PO01744,2024-06-02,S011,P0011,397,25
PO01745,2024-08-27,S014,P0011,212,10
PO01746,2025-09-04,S019,P0039,490,28
PO01747,2024-09-14,S009,P0044,370,19
PO01748,2024-10-16,S007,P0006,408,11
PO01749,2023-11-22,S012,P0030,100,12
PO01750,2023-08-20,S008,P0022,497,7
PO01751,2025-05-25,S010,P0004,342,13
PO01752,2025-11-21,S013,P0005,204,25
PO01753,2024-03-12,S003,P0006,343,11
PO01754,2025-08-12,S003,P0033,317,17
PO01755,2025-06-17,S010,P0006,289,5
PO01756,2023-02-26,S002,P0016,199,5
PO01757,2025-01-31,S001,P0003,391,18
PO01758,2023-06-24,S003,P0048,454,11
PO01759,2025-06-12,S014,P0016,337,15
PO01760,2024-02-13,S014,P0013,499,26
PO01761,2025-07-14,S004,P0031,290,23
PO01762,2025-10-30,S020,P0012,361,9
PO01763,2024-12-07,S005,P0023,249,25
PO01764,2024-08-14,S008,P0049,234,27
PO01765,2023-10-24,S015,P0008,435,22
PO01766,2023-03-02,S014,P0002,277,26
PO01767,2025-06-07,S007,P0007,267,16
PO01768,2024-11-27,S005,P0022,241,19
PO01769,2023-01-28,S016,P0004,408,27
PO01770,2024-02-08,S014,P0045,235,25
PO01771,2023-02-07,S011,P0038,333,21
PO01772,2023-12-16,S013,P0013,446,8
PO01773,2023-05-21,S014,P0031,215,6
PO01774,2025-06-27,S001,P0001,433,6
PO01775,2023-02-01,S017,P0010,414,5
PO01776,2024-11-07,S008,P0020,459,25
PO01777,2024-08-30,S016,P0005,171,21
PO01778,2024-06-06,S007,P0028,290,24
PO01779,2025-07-09,S018,P0035,434,14
PO01780,2023-02-05,S013,P0048,314,9
PO01781,2023-08-26,S007,P0050,448,21
PO01782,2025-03-30,S010,P0040,494,19
PO01783,2024-11-05,S003,P0008,172,23
PO01784,2023-01-25,S001,P0042,261,11
PO01785,2024-10-03,S012,P0029,260,22
PO01786,2024-06-22,S010,P0045,205,25
PO01787,2025-08-03,S007,P0031,177,13
PO01788,2024-07-01,S010,P0044,477,14
PO01789,2025-03-04,S004,P0012,151,11
PO01790,2025-06-18,S019,P0037,288,22
PO01791,2024-12-13,S017,P0008,350,28
PO01792,2023-07-03,S006,P0044,470,6
PO01793,2025-01-02,S001,P0023,138,20
PO01794,2023-09-23,S016,P0047,208,19
PO01795,2024-02-28,S016,P0019,162,23
PO01796,2025-05-10,S012,P0036,355,24
PO01797,2025-02-25,S012,P0024,190,26
PO01798,2023-11-08,S007,P0050,302,28
PO01799,2024-04-24,S020,P0019,134,12
PO01800,2024-06-01,S005,P0047,117,19
PO01801,2023-07-29,S016,P0034,170,12
PO01802,2023-02-13,S002,P0035,374,11
PO01803,2023-04-19,S016,P0043,269,22
PO01804,2023-05-08,S013,P0013,350,29
PO01805,2023-01-20,S009,P0043,447,17
PO01806,2025-06-19,S007,P0015,362,15
PO01807,2025-05-20,S004,P0030,229,9
PO01808,2024-11-11,S008,P0041,131,12
PO01809,2024-08-28,S011,P0003,321,24
PO01810,2025-08-31,S011,P0039,422,28
PO01811,2024-08-27,S015,P0027,428,6
PO01812,2023-07-16,S014,P0026,407,8
PO01813,2025-10-24,S006,P0047,353,19
PO01814,2025-05-13,S019,P0028,370,17
PO01815,2023-06-04,S013,P0022,297,21
PO01816,2024-08-31,S012,P0050,316,26
PO01817,2024-12-20,S002,P0034,337,22
PO01818,2024-12-17,S019,P0034,275,24
PO01819,2025-09-09,S011,P0010,159,13
