transaction_id,date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled
TRX006100,2023-09-28,P0020,W09,4,4
TRX006101,2023-09-01,P0036,W02,45,22
TRX006102,2024-01-23,P0039,W08,8,4
TRX006103,2023-08-02,P0001,W01,37,37
TRX006104,2025-03-28,P0023,W08,42,42
TRX006105,2023-02-28,P0031,W03,19,9
TRX006106,2025-06-01,P0035,W05,44,44
TRX006107,2025-04-22,P0047,W01,1,1
TRX006108,2025-07-12,P0045,W01,41,20
TRX006109,2023-05-03,P0022,W06,24,24
TRX006110,2024-03-14,P0046,W03,48,48
TRX006111,2025-10-18,P0007,W08,17,17
TRX006112,2024-07-15,P0033,W04,32,32
TRX006113,2023-04-28,P0045,W06,14,14
TRX006114,2025-06-23,P0036,W10,17,17
TRX006115,2024-01-30,P0044,W09,32,16
TRX006116,2025-05-25,P0007,W08,33,33
TRX006117,2025-07-23,P0027,W04,30,30
TRX006118,2025-08-09,P0002,W10,47,47
TRX006119,2023-03-16,P0017,W08,34,34
TRX006120,2023-10-22,P0001,W07,28,28
TRX006121,2023-01-21,P0046,W05,24,24
TRX006122,2025-11-04,P0030,W07,14,14
TRX006123,2024-07-13,P0022,W07,34,34
TRX006124,2024-01-07,P0028,W10,47,47
TRX006125,2025-03-28,P0033,W02,1,1
TRX006126,2025-04-25,P0026,W07,22,22
TRX006127,2024-06-04,P0035,W03,33,33
TRX006128,2024-01-06,P0011,W08,44,44
TRX006129,2023-04-11,P0007,W08,47,47
TRX006130,2024-10-22,P0028,W09,18,18
TRX006131,2025-08-25,P0025,W04,47,47
TRX006132,2023-08-31,P0041,W10,39,39
TRX006133,2025-01-22,P0031,W03,12,12
TRX006134,2024-05-26,P0003,W09,10,10
TRX006135,2025-04-28,P0033,W09,2,2
TRX006136,2024-07-08,P0034,W02,2,2
TRX006137,2023-08-14,P0021,W06,6,6
TRX006138,2023-08-02,P0037,W03,20,20
TRX006139,2024-12-18,P0049,W05,38,38
TRX006140,2023-03-08,P0019,W02,28,28
TRX006141,2024-01-31,P0037,W04,42,42
TRX006142,2024-09-03,P0021,W03,3,3
TRX006143,2025-11-01,P0014,W02,48,48
TRX006144,2025-02-08,P0010,W06,37,37
TRX006145,2024-02-11,P0007,W03,37,37
TRX006146,2025-07-13,P0029,W04,42,42
TRX006147,2024-10-08,P0040,W06,25,25
TRX006148,2023-08-10,P0008,W05,23,23
TRX006149,2024-10-15,P0039,W04,13,13
TRX006150,2024-03-03,P0013,W04,24,24
TRX006151,2025-09-03,P0046,W02,3,3
TRX006152,2025-10-02,P0019,W10,38,38
TRX006153,2024-01-06,P0011,W04,28,28
TRX006154,2025-04-29,P0002,W08,26,26
TRX006155,2025-05-05,P0049,W05,20,20
TRX006156,2023-08-17,P0006,W10,27,27
TRX006157,2023-10-07,P0029,W10,1,1
TRX006158,2025-09-01,P0041,W08,10,10
TRX006159,2025-01-27,P0005,W06,10,10
TRX006160,2025-11-13,P0041,W10,1,1
TRX006161,2023-11-17,P0030,W05,32,32
TRX006162,2023-10-01,P0039,W04,32,16
TRX006163,2024-07-09,P0036,W10,43,43
TRX006164,2025-04-23,P0027,W09,27,27
TRX006165,2024-10-29,P0050,W10,13,13
TRX006166,2025-09-26,P0018,W05,17,17
TRX006167,2024-01-15,P0049,W10,28,28
TRX006168,2024-12-11,P0036,W06,25,25
TRX006169,2025-01-15,P0016,W07,36,36
TRX006170,2024-11-05,P0005,W01,47,47
TRX006171,2023-04-26,P0009,W09,2,2
TRX006172,2024-08-27,P0034,W08,32,32
TRX006173,2024-01-14,P0034,W05,32,32
TRX006174,2024-04-10,P0036,W03,6,6
TRX006175,2023-10-07,P0031,W05,31,31
TRX006176,2024-09-09,P0020,W05,9,9
TRX006177,2023-04-28,P0017,W09,43,43
TRX006178,2023-11-05,P0020,W07,16,16
TRX006179,2023-04-10,P0028,W02,25,25
TRX006180,2023-09-18,P0021,W05,40,40
TRX006181,2025-09-19,P0019,W09,28,28
TRX006182,2023-10-13,P0003,W02,17,17
TRX006183,2023-11-24,P0030,W08,31,31
TRX006184,2023-03-04,P0005,W03,23,23
TRX006185,2024-11-17,P0042,W04,31,31
TRX006186,2025-01-07,P0006,W02,26,26
TRX006187,2025-10-27,P0003,W09,4,4
TRX006188,2024-09-30,P0049,W06,39,39
TRX006189,2025-07-24,P0042,W09,43,43
TRX006190,2024-04-20,P0024,W08,43,43
TRX006191,2023-02-22,P0044,W09,43,43
TRX006192,2025-01-23,P0001,W05,15,15
TRX006193,2024-04-30,P0050,W06,37,37
TRX006194,2024-02-13,P0036,W07,38,38
TRX006195,2025-10-27,P0015,W05,23,23
TRX006196,2024-10-29,P0041,W01,5,5
TRX006197,2025-04-14,P0038,W09,41,41
TRX006198,2025-05-25,P0044,W02,43,43
TRX006199,2024-01-02,P0018,W07,25,25
TRX006200,2025-09-28,P0023,W08,30,30
TRX006201,2023-09-07,P0047,W08,26,26
TRX006202,2024-01-15,P0029,W01,3,3
TRX006203,2025-05-21,P0041,W10,4,4
TRX006204,2025-04-14,P0022,W07,47,47
TRX006205,2025-02-13,P0024,W09,18,18
TRX006206,2025-07-07,P0045,W03,37,37
TRX006207,2024-03-30,P0048,W08,11,11
TRX006208,2024-01-01,P0013,W08,11,11
TRX006209,2024-02-07,P0033,W09,36,18
TRX006210,2023-02-27,P0050,W08,16,16
TRX006211,2024-06-04,P0022,W05,43,43
TRX006212,2023-07-29,P0035,W05,25,25
TRX006213,2025-11-30,P0017,W03,1,1
TRX006214,2025-03-26,P0022,W06,26,26
TRX006215,2023-06-22,P0005,W10,45,45
TRX006216,2023-08-22,P0025,W03,30,30
TRX006217,2025-03-03,P0006,W02,6,6
TRX006218,2025-03-03,P0017,W07,27,27
TRX006219,2025-11-28,P0031,W10,19,19
TRX006220,2023-04-29,P0017,W03,38,38
TRX006221,2023-12-01,P0033,W04,45,45
TRX006222,2023-11-20,P0039,W10,43,43
TRX006223,2025-10-07,P0048,W08,19,19
TRX006224,2023-10-11,P0037,W01,39,39
TRX006225,2023-08-01,P0048,W09,44,44
TRX006226,2025-07-17,P0004,W06,32,32
TRX006227,2025-01-21,P0043,W02,48,48
TRX006228,2023-12-05,P0014,W03,1,1
TRX006229,2025-11-11,P0013,W05,25,25
TRX006230,2023-04-15,P0027,W06,47,47
TRX006231,2025-02-08,P0024,W09,13,13
TRX006232,2024-12-16,P0027,W02,10,10
TRX006233,2025-02-01,P0008,W05,18,18
TRX006234,2024-01-14,P0047,W07,36,36
TRX006235,2024-12-13,P0050,W07,22,22
TRX006236,2023-08-13,P0039,W04,6,6
TRX006237,2025-01-07,P0021,W03,27,27
TRX006238,2023-08-24,P0041,W08,8,8
TRX006239,2023-07-02,P0011,W02,24,24
TRX006240,2024-12-12,P0031,W05,20,20
TRX006241,2024-03-19,P0027,W10,22,22
TRX006242,2024-09-14,P0042,W05,9,9
TRX006243,2025-10-26,P0046,W01,40,40
TRX006244,2025-01-18,P0048,W07,39,39
TRX006245,2023-06-04,P0027,W04,19,19
TRX006246,2023-09-14,P0008,W10,1,1
TRX006247,2023-08-23,P0033,W02,11,11
TRX006248,2024-05-14,P0012,W08,41,41
TRX006249,2023-10-16,P0035,W04,42,42
TRX006250,2024-05-24,P0034,W01,10,10
TRX006251,2024-12-09,P0016,W08,1,1
TRX006252,2025-02-23,P0036,W07,27,27
TRX006253,2025-06-12,P0002,W03,17,17
TRX006254,2025-02-14,P0012,W03,44,44
TRX006255,2023-10-25,P0027,W07,44,44
TRX006256,2023-05-17,P0017,W02,17,17
TRX006257,2024-01-11,P0020,W05,39,39
TRX006258,2023-03-28,P0021,W07,43,43
TRX006259,2024-03-12,P0030,W06,2,2
TRX006260,2025-02-02,P0042,W10,48,48
TRX006261,2024-12-02,P0020,W07,23,23
TRX006262,2025-07-30,P0008,W02,41,41
TRX006263,2023-06-01,P0018,W07,10,10
TRX006264,2025-10-28,P0018,W02,42,42
TRX006265,2025-03-17,P0018,W07,30,30
TRX006266,2023-08-23,P0002,W08,35,35
TRX006267,2024-11-05,P0012,W10,25,25
TRX006268,2024-07-14,P0032,W08,17,17
TRX006269,2023-02-07,P0042,W05,46,46
TRX006270,2025-04-01,P0008,W07,19,19
TRX006271,2024-02-25,P0010,W08,18,18
TRX006272,2023-12-14,P0011,W04,18,18
TRX006273,2025-01-17,P0014,W02,46,46
TRX006274,2023-09-30,P0026,W07,35,35
TRX006275,2023-11-04,P0047,W01,10,10
TRX006276,2025-09-02,P0030,W02,23,23
TRX006277,2025-01-02,P0042,W10,45,45
TRX006278,2025-10-29,P0004,W07,22,22
TRX006279,2024-03-19,P0039,W10,44,44
TRX006280,2024-02-09,P0011,W01,9,9
TRX006281,2025-05-02,P0024,W07,32,32
TRX006282,2025-02-16,P0022,W05,26,26
TRX006283,2023-04-25,P0003,W03,29,29
TRX006284,2023-03-06,P0037,W02,42,42
TRX006285,2025-04-04,P0002,W07,19,19
TRX006286,2023-08-27,P0012,W09,48,48
TRX006287,2023-10-29,P0021,W09,29,29
TRX006288,2025-08-26,P0005,W10,35,35
TRX006289,2024-01-04,P0007,W10,12,12
TRX006290,2023-08-21,P0004,W08,8,8
TRX006291,2023-07-14,P0043,W02,25,25
TRX006292,2025-06-25,P0041,W01,27,27
TRX006293,2025-11-01,P0036,W08,47,47
TRX006294,2025-07-09,P0022,W02,43,43
TRX006295,2024-11-19,P0029,W04,45,45
TRX006296,2023-06-26,P0009,W04,6,6
TRX006297,2023-08-05,P0026,W02,13,13
TRX006298,2025-10-31,P0012,W04,11,11
TRX006299,2024-09-21,P0048,W07,38,38
TRX006300,2023-06-13,P0001,W06,6,6
TRX006301,2023-02-22,P0008,W10,5,5
TRX006302,2023-08-06,P0033,W06,7,7
TRX006303,2025-09-25,P0004,W04,19,19
TRX006304,2025-04-03,P0014,W02,43,43
TRX006305,2024-01-20,P0029,W05,6,6
TRX006306,2023-02-25,P0014,W03,25,25
TRX006307,2023-04-28,P0009,W03,9,9
TRX006308,2025-06-18,P0009,W04,20,20
TRX006309,2025-03-08,P0026,W05,25,25
TRX006310,2025-02-18,P0049,W02,8,8
TRX006311,2025-10-12,P0047,W06,37,37
TRX006312,2025-03-13,P0042,W06,38,38
TRX006313,2025-04-24,P0017,W08,2,2
TRX006314,2025-05-04,P0041,W02,22,22
TRX006315,2024-12-08,P0004,W08,36,36
TRX006316,2023-01-22,P0046,W08,4,4
TRX006317,2025-04-22,P0003,W04,48,48
TRX006318,2023-07-11,P0029,W07,1,1
TRX006319,2025-10-15,P0025,W07,48,48
TRX006320,2024-01-31,P0021,W01,33,33
TRX006321,2025-10-27,P0012,W01,24,24
TRX006322,2024-10-01,P0001,W08,49,49
TRX006323,2025-10-15,P0001,W01,5,5
TRX006324,2024-07-20,P0045,W03,48,48
TRX006325,2023-08-19,P0046,W06,35,35
TRX006326,2025-05-23,P0048,W08,42,21
TRX006327,2024-07-27,P0007,W05,26,26
TRX006328,2023-08-28,P0010,W05,49,49
TRX006329,2023-03-31,P0015,W04,43,43
TRX006330,2023-08-20,P0040,W04,41,41
TRX006331,2024-04-01,P0011,W07,43,43
TRX006332,2023-08-21,P0046,W06,26,26
TRX006333,2023-12-20,P0045,W08,41,20
TRX006334,2025-10-01,P0023,W06,49,49
TRX006335,2024-03-14,P0013,W10,5,5
TRX006336,2023-12-11,P0027,W07,44,44
TRX006337,2024-10-25,P0041,W10,18,18
TRX006338,2024-10-18,P0017,W10,25,25
TRX006339,2023-05-10,P0050,W05,48,48
TRX006340,2023-05-21,P0013,W06,41,41
TRX006341,2024-02-19,P0012,W01,40,40
TRX006342,2024-09-17,P0029,W03,38,38
TRX006343,2023-10-11,P0021,W08,49,49
TRX006344,2023-08-11,P0020,W03,46,46
TRX006345,2025-01-13,P0020,W01,21,21
TRX006346,2024-04-07,P0031,W03,24,24
TRX006347,2023-12-23,P0008,W04,28,28
TRX006348,2025-11-12,P0024,W08,46,46
TRX006349,2025-05-08,P0011,W09,4,4
TRX006350,2024-10-26,P0039,W04,8,8
TRX006351,2025-10-11,P0033,W07,49,49
TRX006352,2023-03-26,P0042,W01,33,33
TRX006353,2024-09-12,P0015,W09,3,3
TRX006354,2025-11-20,P0004,W04,49,49
TRX006355,2023-08-28,P0001,W09,20,20
TRX006356,2023-12-29,P0032,W03,35,35
TRX006357,2025-04-01,P0011,W05,39,39
TRX006358,2024-10-29,P0030,W01,43,43
TRX006359,2023-04-09,P0037,W03,47,47
TRX006360,2023-02-16,P0019,W05,7,7
TRX006361,2025-04-18,P0036,W06,27,27
TRX006362,2024-02-26,P0034,W08,5,5
TRX006363,2023-03-03,P0007,W01,49,49
TRX006364,2025-10-06,P0045,W03,37,37
TRX006365,2024-08-20,P0020,W01,1,1
TRX006366,2024-01-27,P0012,W05,22,22
TRX006367,2025-09-03,P0032,W08,7,7
TRX006368,2024-08-25,P0002,W04,49,49
TRX006369,2023-12-03,P0022,W09,8,4
TRX006370,2025-03-20,P0041,W06,44,44
TRX006371,2025-01-21,P0048,W06,30,30
TRX006372,2025-05-30,P0040,W05,28,28
TRX006373,2024-09-26,P0024,W10,26,26
TRX006374,2023-09-11,P0050,W05,34,34
TRX006375,2023-01-20,P0031,W07,49,49
TRX006376,2024-06-11,P0004,W08,32,16
TRX006377,2024-01-11,P0024,W07,22,22
TRX006378,2023-06-15,P0043,W01,20,20
TRX006379,2025-05-10,P0017,W01,14,14
TRX006380,2024-09-08,P0040,W10,23,23
TRX006381,2024-09-03,P0019,W06,3,3
TRX006382,2024-05-17,P0040,W03,19,9
TRX006383,2025-07-01,P0038,W09,14,14
TRX006384,2023-03-20,P0034,W07,40,40
TRX006385,2024-08-07,P0047,W02,39,39
TRX006386,2024-11-18,P0033,W03,37,37
TRX006387,2024-01-31,P0006,W08,35,35
TRX006388,2024-02-06,P0036,W01,1,1
TRX006389,2025-09-01,P0013,W05,19,19
TRX006390,2023-08-12,P0047,W10,15,15
TRX006391,2024-06-01,P0009,W01,25,25
TRX006392,2024-09-25,P0035,W09,1,0
TRX006393,2023-08-24,P0034,W07,31,31
TRX006394,2023-04-26,P0016,W05,37,37
TRX006395,2023-08-14,P0018,W06,43,43
TRX006396,2023-08-18,P0018,W03,46,46
TRX006397,2023-07-01,P0038,W03,22,22
TRX006398,2023-07-29,P0050,W07,20,20
TRX006399,2023-04-06,P0043,W07,41,41
TRX006400,2025-06-12,P0032,W07,47,47
TRX006401,2025-01-25,P0007,W02,43,43
TRX006402,2024-02-19,P0023,W02,5,5
TRX006403,2024-01-29,P0023,W05,15,15
TRX006404,2024-11-26,P0046,W04,2,2
TRX006405,2025-04-23,P0018,W07,12,12
TRX006406,2024-08-26,P0007,W03,7,7
TRX006407,2024-08-04,P0042,W05,2,2
TRX006408,2023-05-13,P0040,W02,8,8
TRX006409,2025-03-01,P0024,W01,9,9
TRX006410,2024-10-10,P0014,W09,27,27
TRX006411,2023-08-09,P0050,W04,28,28
TRX006412,2025-09-02,P0005,W08,37,37
TRX006413,2025-02-26,P0046,W07,15,15
TRX006414,2024-11-21,P0022,W01,19,19
TRX006415,2023-02-08,P0022,W10,30,30
TRX006416,2024-11-20,P0010,W07,13,13
TRX006417,2023-06-11,P0026,W02,45,45
TRX006418,2023-06-10,P0015,W03,6,6
TRX006419,2025-11-23,P0038,W01,30,30
TRX006420,2023-08-30,P0041,W07,1,1
TRX006421,2025-08-24,P0042,W03,42,42
TRX006422,2025-06-08,P0049,W06,38,19
TRX006423,2023-04-23,P0001,W07,25,12
TRX006424,2025-10-10,P0014,W03,35,35
TRX006425,2023-11-14,P0036,W02,26,26
TRX006426,2023-01-23,P0031,W09,13,13
TRX006427,2025-04-03,P0028,W09,19,19
TRX006428,2024-12-01,P0034,W07,10,10
TRX006429,2025-10-15,P0035,W05,45,45
TRX006430,2023-05-08,P0039,W04,7,3
TRX006431,2025-05-25,P0023,W04,15,15
TRX006432,2023-06-07,P0046,W01,23,23
TRX006433,2025-04-06,P0044,W04,36,36
TRX006434,2025-05-01,P0019,W07,43,43
TRX006435,2024-05-26,P0018,W05,31,31
TRX006436,2023-02-14,P0015,W09,8,8
TRX006437,2023-08-07,P0001,W04,30,30
TRX006438,2024-03-18,P0025,W03,34,34
TRX006439,2023-11-11,P0026,W06,33,33
TRX006440,2023-06-26,P0035,W04,1,1
TRX006441,2023-08-16,P0015,W02,16,16
TRX006442,2023-09-24,P0004,W05,11,11
TRX006443,2025-05-19,P0015,W04,27,27
TRX006444,2025-04-17,P0042,W05,22,22
TRX006445,2024-05-03,P0038,W09,40,40
TRX006446,2024-12-02,P0045,W04,19,19
TRX006447,2024-11-17,P0039,W06,44,44
TRX006448,2025-09-22,P0001,W04,6,6
TRX006449,2023-12-23,P0022,W01,48,48
TRX006450,2025-05-21,P0011,W02,40,40
TRX006451,2023-07-23,P0046,W06,39,39
TRX006452,2024-07-05,P0038,W08,20,20
TRX006453,2023-11-19,P0037,W09,3,3
TRX006454,2024-08-16,P0026,W04,1,1
TRX006455,2023-06-30,P0027,W06,23,23
TRX006456,2024-05-13,P0013,W03,38,38
TRX006457,2023-03-24,P0007,W09,3,3
TRX006458,2023-10-30,P0008,W08,34,34
TRX006459,2023-09-19,P0046,W01,17,17
TRX006460,2025-02-22,P0023,W02,48,48
TRX006461,2025-07-02,P0026,W10,27,27
TRX006462,2024-11-22,P0044,W09,39,39
TRX006463,2025-08-01,P0027,W10,23,23
TRX006464,2024-11-13,P0009,W03,38,38
TRX006465,2024-11-19,P0046,W03,11,11
TRX006466,2024-01-31,P0038,W10,15,15
TRX006467,2025-04-18,P0047,W09,26,26
TRX006468,2025-05-27,P0013,W03,11,11
TRX006469,2025-04-02,P0007,W10,7,7
TRX006470,2023-02-18,P0011,W05,47,47
TRX006471,2025-02-27,P0010,W06,48,48
TRX006472,2023-10-20,P0033,W03,8,8
TRX006473,2024-06-19,P0039,W10,5,5
TRX006474,2023-11-07,P0050,W08,17,17
TRX006475,2024-06-20,P0003,W02,23,23
TRX006476,2024-09-30,P0041,W06,2,2
TRX006477,2023-08-22,P0029,W02,27,27
TRX006478,2024-08-27,P0037,W09,21,21
TRX006479,2023-04-04,P0045,W06,7,7
TRX006480,2023-11-23,P0016,W09,38,38
TRX006481,2023-08-13,P0016,W04,26,26
TRX006482,2025-08-24,P0044,W03,30,30
TRX006483,2025-06-08,P0050,W02,12,12
TRX006484,2023-01-11,P0043,W08,48,48
TRX006485,2025-11-01,P0049,W04,11,11
TRX006486,2023-02-04,P0007,W02,17,17
TRX006487,2024-03-22,P0015,W09,10,10
TRX006488,2024-03-16,P0038,W08,48,48
TRX006489,2024-10-14,P0006,W05,16,16
TRX006490,2024-08-17,P0018,W08,15,15
TRX006491,2023-08-17,P0019,W05,15,15
TRX006492,2023-12-10,P0002,W07,20,20
TRX006493,2025-09-15,P0003,W05,4,4
TRX006494,2025-06-27,P0046,W05,32,32
TRX006495,2024-06-10,P0025,W04,22,22
TRX006496,2023-03-16,P0036,W05,35,35
TRX006497,2023-07-15,P0049,W07,14,14
TRX006498,2023-01-29,P0028,W03,30,30
TRX006499,2024-12-06,P0038,W04,31,31
TRX006500,2025-10-17,P0028,W08,10,10
TRX006501,2023-01-16,P0032,W06,6,6
TRX006502,2025-03-15,P0041,W08,27,27
TRX006503,2025-07-28,P0036,W02,11,11
TRX006504,2025-08-24,P0039,W09,36,36
TRX006505,2023-08-17,P0036,W07,10,10
TRX006506,2025-08-19,P0043,W05,16,8
TRX006507,2024-12-15,P0023,W07,24,12
TRX006508,2025-09-10,P0002,W02,21,21
TRX006509,2024-07-26,P0010,W04,40,40
TRX006510,2024-09-06,P0006,W07,41,41
TRX006511,2023-11-22,P0008,W02,36,36
TRX006512,2025-05-24,P0015,W08,49,49
TRX006513,2023-12-25,P0045,W10,42,42
TRX006514,2023-11-20,P0029,W10,45,45
TRX006515,2023-06-14,P0028,W05,23,23
TRX006516,2025-03-08,P0022,W05,21,21
TRX006517,2024-03-30,P0034,W08,32,32
TRX006518,2023-07-12,P0020,W01,17,17
TRX006519,2024-09-18,P0033,W06,17,17
TRX006520,2024-06-13,P0015,W02,21,21
TRX006521,2025-10-30,P0007,W01,4,4
TRX006522,2023-04-02,P0024,W07,23,23
TRX006523,2023-05-19,P0026,W04,25,25
TRX006524,2024-04-25,P0050,W01,32,32
TRX006525,2024-03-24,P0010,W10,6,6
TRX006526,2025-05-18,P0015,W06,14,14
TRX006527,2023-12-06,P0037,W10,41,41
TRX006528,2024-04-10,P0024,W06,38,38
TRX006529,2024-12-18,P0011,W03,42,42
TRX006530,2025-03-09,P0040,W06,38,38
TRX006531,2024-04-19,P0021,W10,41,41
TRX006532,2024-02-05,P0040,W09,45,45
TRX006533,2024-08-27,P0038,W06,16,8
TRX006534,2025-07-20,P0015,W01,32,32
TRX006535,2025-09-23,P0015,W10,16,16
TRX006536,2025-07-10,P0037,W06,19,19
TRX006537,2025-03-31,P0045,W08,37,37
TRX006538,2024-10-18,P0014,W07,43,43
TRX006539,2024-08-20,P0043,W08,21,21
TRX006540,2024-05-28,P0021,W08,15,15
TRX006541,2025-10-26,P0044,W09,26,26
TRX006542,2024-05-14,P0020,W03,30,30
TRX006543,2024-12-17,P0033,W07,40,40
TRX006544,2024-08-23,P0003,W06,15,15
TRX006545,2024-10-27,P0040,W02,43,21
TRX006546,2024-04-12,P0023,W05,13,6
TRX006547,2023-06-10,P0044,W03,27,27
TRX006548,2023-09-27,P0047,W05,23,23
TRX006549,2023-08-16,P0023,W09,34,34
TRX006550,2025-04-28,P0027,W08,34,34
TRX006551,2023-05-29,P0035,W09,23,23
TRX006552,2024-09-23,P0025,W09,44,44
TRX006553,2024-02-17,P0032,W08,20,20
TRX006554,2024-06-03,P0022,W08,9,9
TRX006555,2024-01-22,P0008,W06,20,20
TRX006556,2023-10-02,P0038,W06,47,47
TRX006557,2023-12-19,P0018,W06,39,39
TRX006558,2024-08-20,P0028,W10,14,14
TRX006559,2024-07-11,P0028,W06,49,49
TRX006560,2023-04-23,P0011,W09,26,26
TRX006561,2023-05-21,P0012,W10,27,27
TRX006562,2024-12-30,P0002,W01,34,34
TRX006563,2024-08-11,P0037,W10,29,29
TRX006564,2024-02-15,P0004,W06,32,32
TRX006565,2024-01-12,P0041,W08,41,41
TRX006566,2025-01-20,P0045,W01,45,45
TRX006567,2024-09-18,P0045,W06,5,5
TRX006568,2025-09-21,P0047,W09,4,4
TRX006569,2024-12-03,P0034,W06,23,23
TRX006570,2024-04-06,P0023,W02,21,10
TRX006571,2023-01-12,P0013,W01,33,33
TRX006572,2024-04-21,P0007,W04,41,41
TRX006573,2025-07-27,P0032,W06,24,24
TRX006574,2024-02-05,P0023,W10,16,16
TRX006575,2025-03-18,P0049,W10,32,32
TRX006576,2023-06-26,P0008,W09,19,19
TRX006577,2023-02-26,P0050,W05,26,26
TRX006578,2024-03-23,P0047,W07,3,3
TRX006579,2023-07-22,P0047,W06,35,35
TRX006580,2025-01-07,P0037,W06,39,39
TRX006581,2023-07-21,P0034,W09,18,18
TRX006582,2023-12-29,P0048,W05,7,7
TRX006583,2025-06-10,P0029,W02,32,32
TRX006584,2024-03-29,P0037,W08,24,24
TRX006585,2023-12-22,P0023,W03,16,16
TRX006586,2023-08-04,P0038,W09,24,24
TRX006587,2025-08-29,P0029,W05,4,4
TRX006588,2024-07-08,P0044,W01,45,45
TRX006589,2025-06-05,P0005,W04,32,32
TRX006590,2023-01-23,P0040,W09,42,42
TRX006591,2023-06-04,P0011,W01,34,34
TRX006592,2023-09-06,P0014,W08,19,19
TRX006593,2025-01-18,P0049,W08,14,14
TRX006594,2025-03-15,P0042,W09,38,38
TRX006595,2023-05-14,P0002,W09,13,13
TRX006596,2023-11-17,P0035,W06,22,22
TRX006597,2024-01-25,P0045,W05,31,31
TRX006598,2024-03-09,P0049,W07,44,44
TRX006599,2025-11-11,P0035,W09,44,44
TRX006600,2025-05-22,P0042,W05,30,30
TRX006601,2025-05-07,P0028,W03,23,23
TRX006602,2023-02-20,P0008,W09,12,12
TRX006603,2023-06-25,P0032,W10,43,43
TRX006604,2025-05-19,P0004,W01,14,14
TRX006605,2023-09-10,P0045,W01,36,36
TRX006606,2025-08-23,P0007,W10,45,45
TRX006607,2025-01-08,P0039,W04,8,8
TRX006608,2023-10-29,P0048,W02,24,24
TRX006609,2024-07-01,P0027,W07,3,3
TRX006610,2024-12-16,P0037,W02,14,14
TRX006611,2025-02-17,P0017,W07,11,11
TRX006612,2023-09-25,P0010,W08,45,45
TRX006613,2025-10-06,P0004,W08,38,38
TRX006614,2024-07-04,P0023,W03,28,28
TRX006615,2023-11-10,P0014,W09,23,23
TRX006616,2023-07-03,P0005,W10,18,18
TRX006617,2024-12-13,P0002,W10,20,20
TRX006618,2023-05-08,P0046,W10,33,33
TRX006619,2024-11-30,P0024,W06,2,2
TRX006620,2024-01-21,P0018,W04,39,39
TRX006621,2023-09-28,P0027,W08,37,37
TRX006622,2025-03-21,P0024,W04,26,26
TRX006623,2024-02-19,P0029,W04,2,2
TRX006624,2023-07-17,P0011,W08,3,3
TRX006625,2025-04-10,P0048,W04,20,20
TRX006626,2024-09-19,P0018,W01,10,10
TRX006627,2024-08-26,P0048,W06,42,42
TRX006628,2025-10-06,P0004,W08,21,21
TRX006629,2023-03-12,P0033,W03,40,40
TRX006630,2025-06-29,P0014,W02,9,9
TRX006631,2024-08-16,P0044,W06,2,2
TRX006632,2024-08-22,P0042,W01,28,28
TRX006633,2024-05-28,P0032,W05,3,3
TRX006634,2023-03-25,P0004,W06,16,16
TRX006635,2025-09-20,P0020,W08,4,4
TRX006636,2025-04-18,P0021,W07,23,23
TRX006637,2024-08-28,P0003,W06,30,30
TRX006638,2025-03-20,P0025,W02,38,19
TRX006639,2023-05-13,P0004,W08,13,13
TRX006640,2023-10-17,P0047,W08,6,6
TRX006641,2024-01-11,P0011,W05,10,10
TRX006642,2025-02-07,P0016,W03,17,8
TRX006643,2024-04-11,P0036,W08,8,8
TRX006644,2024-04-15,P0006,W05,9,9
TRX006645,2023-05-29,P0031,W03,34,34
TRX006646,2023-03-29,P0040,W09,17,17
TRX006647,2024-01-31,P0013,W09,43,43
TRX006648,2025-02-28,P0023,W07,22,22
TRX006649,2025-05-14,P0004,W08,3,3
TRX006650,2023-01-24,P0037,W05,41,41
TRX006651,2025-08-13,P0042,W05,40,40
TRX006652,2023-11-07,P0037,W05,29,29
TRX006653,2024-10-25,P0044,W02,39,39
TRX006654,2024-03-13,P0033,W03,27,27
TRX006655,2024-12-06,P0042,W08,39,19
TRX006656,2024-02-26,P0029,W06,40,40
TRX006657,2023-11-17,P0037,W09,37,37
TRX006658,2024-08-09,P0019,W07,3,3
TRX006659,2025-08-04,P0020,W06,19,19
TRX006660,2025-04-28,P0032,W04,34,34
TRX006661,2023-02-11,P0044,W07,14,14
TRX006662,2025-07-27,P0016,W04,21,21
TRX006663,2024-01-22,P0005,W07,2,2
TRX006664,2025-06-28,P0049,W05,10,10
TRX006665,2024-12-16,P0046,W02,42,42
TRX006666,2024-03-06,P0012,W07,17,17
TRX006667,2024-07-07,P0045,W08,2,2
TRX006668,2025-03-10,P0021,W10,27,27
TRX006669,2024-03-01,P0014,W02,1,1
TRX006670,2023-01-26,P0037,W06,36,36
TRX006671,2024-01-20,P0022,W04,33,33
TRX006672,2023-02-25,P0030,W05,22,11
TRX006673,2024-09-25,P0023,W01,49,49
TRX006674,2023-04-16,P0005,W06,35,35
TRX006675,2025-04-28,P0029,W08,34,34
TRX006676,2024-10-31,P0030,W02,18,18
TRX006677,2024-01-11,P0018,W01,36,36
TRX006678,2025-01-12,P0046,W09,3,3
TRX006679,2025-08-24,P0050,W02,44,44
TRX006680,2023-11-04,P0001,W08,16,16
