transaction_id,date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled,year,month,quarter,day_of_week,week_of_year,unit_price,unit_cost,category,revenue,cost,profit,stockout_flag,fulfillment_rate
TRX005557,2024-09-20,P0049,W05,32,32,2024,9,3,Friday,38,452.59,299.74,Furniture,14482.88,9591.68,4891.199999999999,0,1.0
TRX005558,2025-04-11,P0043,W03,30,30,2025,4,2,Friday,15,900.31,426.52,Food,27009.3,12795.6,14213.7,0,1.0
TRX005559,2024-04-30,P0009,W07,21,21,2024,4,2,Tuesday,18,353.72,218.33,Apparel,7428.120000000001,4584.93,2843.1900000000005,0,1.0
TRX005560,2024-06-16,P0027,W09,42,42,2024,6,2,Sunday,24,700.9,307.45,Apparel,29437.8,12912.9,16524.9,0,1.0
TRX005561,2023-07-19,P0041,W02,45,45,2023,7,3,Wednesday,29,632.17,329.03,Food,28447.65,14806.35,13641.3,0,1.0
TRX005562,2024-01-06,P0014,W07,40,40,2024,1,1,Saturday,1,474.86,230.38,Furniture,18994.4,9215.2,9779.2,0,1.0
TRX005563,2025-10-10,P0045,W08,44,44,2025,10,4,Friday,41,88.01,56.75,Furniture,3872.44,2497.0,1375.44,0,1.0
TRX005564,2025-05-02,P0025,W10,8,8,2025,5,2,Friday,18,737.86,297.51,Electronics,5902.88,2380.08,3522.8,0,1.0
TRX005565,2023-09-05,P0043,W08,41,41,2023,9,3,Tuesday,36,900.31,426.52,Food,36912.71,17487.32,19425.39,0,1.0
TRX005566,2025-02-26,P0044,W07,42,42,2025,2,1,Wednesday,9,502.42,230.23,Furniture,21101.64,9669.66,11431.98,0,1.0
TRX005567,2023-09-21,P0022,W04,7,7,2023,9,3,Thursday,38,674.12,423.82,Industrial,4718.84,2966.74,1752.1000000000004,0,1.0
TRX005568,2023-01-31,P0035,W04,3,3,2023,1,1,Tuesday,5,36.39,16.9,Apparel,109.17,50.7,58.470000000000006,0,1.0
TRX005569,2024-08-27,P0033,W10,37,37,2024,8,3,Tuesday,35,344.13,203.49,Food,12732.81,7529.13,5203.679999999999,0,1.0
TRX005570,2024-05-16,P0027,W09,3,3,2024,5,2,Thursday,20,700.9,307.45,Apparel,2102.7,922.35,1180.35,0,1.0
TRX005571,2025-06-04,P0040,W10,18,18,2025,6,2,Wednesday,23,824.37,463.89,Furniture,14838.66,8350.02,6488.639999999999,0,1.0
TRX005572,2024-07-02,P0026,W09,42,21,2024,7,3,Tuesday,27,859.02,482.98,Apparel,18039.42,10142.58,7896.839999999998,1,0.5
TRX005573,2025-04-18,P0019,W05,9,9,2025,4,2,Friday,16,582.29,289.52,Electronics,5240.61,2605.68,2634.93,0,1.0
TRX005574,2025-04-27,P0045,W07,24,24,2025,4,2,Sunday,17,88.01,56.75,Furniture,2112.24,1362.0,750.2400000000002,0,1.0
TRX005575,2024-09-05,P0039,W07,7,7,2024,9,3,Thursday,36,745.39,306.92,Electronics,5217.73,2148.44,3069.2899999999995,0,1.0
TRX005576,2024-02-16,P0045,W09,33,33,2024,2,1,Friday,7,88.01,56.75,Furniture,2904.3300000000004,1872.75,1031.5800000000004,0,1.0
TRX005577,2024-03-07,P0026,W07,25,25,2024,3,1,Thursday,10,859.02,482.98,Apparel,21475.5,12074.5,9401.0,0,1.0
TRX005578,2024-11-08,P0006,W08,42,42,2024,11,4,Friday,45,434.44,201.62,Furniture,18246.48,8468.04,9778.44,0,1.0
TRX005579,2023-06-08,P0003,W07,34,34,2023,6,2,Thursday,23,495.69,308.9,Apparel,16853.46,10502.6,6350.860000000001,0,1.0
TRX005580,2023-01-14,P0006,W04,38,38,2023,1,1,Saturday,2,434.44,201.62,Furniture,16508.72,7661.56,8847.16,0,1.0
TRX005581,2024-01-08,P0028,W02,21,21,2024,1,1,Monday,2,327.95,145.24,Furniture,6886.95,3050.04,3836.91,0,1.0
TRX005582,2023-08-13,P0003,W03,38,19,2023,8,3,Sunday,32,495.69,308.9,Apparel,9418.11,5869.099999999999,3549.010000000001,1,0.5
TRX005583,2024-05-25,P0013,W07,40,40,2024,5,2,Saturday,21,724.58,422.72,Industrial,28983.2,16908.800000000003,12074.399999999998,0,1.0
TRX005584,2024-08-25,P0013,W09,18,18,2024,8,3,Sunday,34,724.58,422.72,Industrial,13042.44,7608.960000000001,5433.48,0,1.0
TRX005585,2023-08-04,P0013,W02,39,39,2023,8,3,Friday,31,724.58,422.72,Industrial,28258.620000000003,16486.08,11772.54,0,1.0
TRX005586,2025-09-14,P0001,W07,33,33,2025,9,3,Sunday,37,228.61,128.1,Food,7544.13,4227.3,3316.83,0,1.0
TRX005587,2025-04-19,P0040,W04,28,28,2025,4,2,Saturday,16,824.37,463.89,Furniture,23082.36,12988.92,10093.44,0,1.0
TRX005588,2024-12-27,P0037,W07,25,25,2024,12,4,Friday,52,616.15,358.56,Apparel,15403.75,8964.0,6439.75,0,1.0
TRX005589,2024-07-07,P0031,W05,14,14,2024,7,3,Sunday,27,37.7,17.66,Apparel,527.8000000000001,247.24,280.56000000000006,0,1.0
TRX005590,2024-11-06,P0017,W07,20,20,2024,11,4,Wednesday,45,673.13,366.36,Food,13462.6,7327.200000000001,6135.4,0,1.0
TRX005591,2025-05-22,P0009,W06,39,39,2025,5,2,Thursday,21,353.72,218.33,Apparel,13795.080000000002,8514.87,5280.210000000001,0,1.0
TRX005592,2023-10-10,P0045,W02,20,20,2023,10,4,Tuesday,41,88.01,56.75,Furniture,1760.2,1135.0,625.2,0,1.0
TRX005593,2025-04-13,P0013,W07,7,3,2025,4,2,Sunday,15,724.58,422.72,Industrial,2173.74,1268.16,905.5800000000002,1,0.429
TRX005594,2024-06-20,P0037,W05,4,4,2024,6,2,Thursday,25,616.15,358.56,Apparel,2464.6,1434.24,1030.36,0,1.0
TRX005595,2025-07-11,P0014,W09,31,31,2025,7,3,Friday,28,474.86,230.38,Furniture,14720.66,7141.78,7578.88,0,1.0
TRX005596,2025-04-21,P0011,W01,30,15,2025,4,2,Monday,17,516.76,288.17,Food,7751.4,4322.55,3428.8499999999995,1,0.5
TRX005597,2025-08-05,P0025,W01,37,18,2025,8,3,Tuesday,32,737.86,297.51,Electronics,13281.48,5355.18,7926.299999999999,1,0.486
TRX005598,2024-10-26,P0031,W02,21,21,2024,10,4,Saturday,43,37.7,17.66,Apparel,791.7,370.86,420.84,0,1.0
TRX005599,2023-03-08,P0014,W08,1,1,2023,3,1,Wednesday,10,474.86,230.38,Furniture,474.86,230.38,244.48,0,1.0
TRX005600,2023-01-06,P0007,W09,3,3,2023,1,1,Friday,1,146.74,99.3,Apparel,440.22,297.9,142.32000000000005,0,1.0
TRX005601,2024-09-28,P0024,W07,13,13,2024,9,3,Saturday,39,511.67,274.45,Electronics,6651.71,3567.85,3083.86,0,1.0
TRX005602,2023-11-10,P0049,W01,7,7,2023,11,4,Friday,45,452.59,299.74,Furniture,3168.13,2098.1800000000003,1069.9499999999994,0,1.0
TRX005603,2024-07-18,P0036,W07,6,6,2024,7,3,Thursday,29,244.02,107.43,Industrial,1464.12,644.58,819.5400000000001,0,1.0
TRX005604,2025-04-05,P0042,W08,6,6,2025,4,2,Saturday,14,1056.57,458.33,Electronics,6339.42,2749.98,3589.44,0,1.0
TRX005605,2024-05-20,P0042,W07,34,34,2024,5,2,Monday,21,1056.57,458.33,Electronics,35923.38,15583.22,20340.16,0,1.0
TRX005606,2025-10-22,P0047,W05,32,32,2025,10,4,Wednesday,43,721.03,337.73,Furniture,23072.96,10807.36,12265.6,0,1.0
TRX005607,2023-07-23,P0044,W07,16,16,2023,7,3,Sunday,29,502.42,230.23,Furniture,8038.72,3683.68,4355.040000000001,0,1.0
TRX005608,2024-10-23,P0041,W10,38,38,2024,10,4,Wednesday,43,632.17,329.03,Food,24022.46,12503.14,11519.32,0,1.0
TRX005609,2025-03-15,P0003,W02,8,8,2025,3,1,Saturday,11,495.69,308.9,Apparel,3965.52,2471.2,1494.3200000000002,0,1.0
TRX005610,2024-02-08,P0047,W09,21,21,2024,2,1,Thursday,6,721.03,337.73,Furniture,15141.63,7092.33,8049.299999999999,0,1.0
TRX005611,2024-06-19,P0044,W02,11,11,2024,6,2,Wednesday,25,502.42,230.23,Furniture,5526.62,2532.53,2994.09,0,1.0
TRX005612,2024-07-30,P0026,W02,23,23,2024,7,3,Tuesday,31,859.02,482.98,Apparel,19757.46,11108.54,8648.919999999998,0,1.0
TRX005613,2025-02-01,P0047,W05,6,6,2025,2,1,Saturday,5,721.03,337.73,Furniture,4326.18,2026.38,2299.8,0,1.0
TRX005614,2023-04-27,P0026,W08,46,46,2023,4,2,Thursday,17,859.02,482.98,Apparel,39514.92,22217.08,17297.839999999997,0,1.0
TRX005615,2024-09-19,P0001,W06,15,15,2024,9,3,Thursday,38,228.61,128.1,Food,3429.15,1921.5,1507.65,0,1.0
TRX005616,2025-01-18,P0015,W09,11,11,2025,1,1,Saturday,3,431.03,203.62,Food,4741.33,2239.82,2501.51,0,1.0
TRX005617,2023-04-15,P0011,W06,27,27,2023,4,2,Saturday,15,516.76,288.17,Food,13952.52,7780.59,6171.93,0,1.0
TRX005618,2024-05-09,P0037,W05,15,15,2024,5,2,Thursday,19,616.15,358.56,Apparel,9242.25,5378.4,3863.85,0,1.0
TRX005619,2023-02-15,P0007,W01,45,45,2023,2,1,Wednesday,7,146.74,99.3,Apparel,6603.3,4468.5,2134.8,0,1.0
TRX005620,2025-04-02,P0012,W08,38,38,2025,4,2,Wednesday,14,33.95,25.34,Apparel,1290.1,962.92,327.1800000000002,0,1.0
TRX005621,2025-09-08,P0038,W03,4,4,2025,9,3,Monday,37,562.19,397.19,Industrial,2248.76,1588.76,660.0000000000002,0,1.0
TRX005622,2025-08-17,P0003,W02,14,14,2025,8,3,Sunday,33,495.69,308.9,Apparel,6939.66,4324.599999999999,2615.0600000000004,0,1.0
TRX005623,2025-04-24,P0042,W07,45,45,2025,4,2,Thursday,17,1056.57,458.33,Electronics,47545.65,20624.85,26920.8,0,1.0
TRX005624,2024-03-24,P0026,W02,10,10,2024,3,1,Sunday,12,859.02,482.98,Apparel,8590.2,4829.8,3760.400000000001,0,1.0
TRX005625,2024-06-19,P0030,W01,29,29,2024,6,2,Wednesday,25,173.76,90.98,Food,5039.04,2638.42,2400.62,0,1.0
TRX005626,2024-05-25,P0032,W02,12,12,2024,5,2,Saturday,21,506.71,217.47,Food,6080.52,2609.64,3470.88,0,1.0
TRX005627,2024-06-23,P0036,W06,40,40,2024,6,2,Sunday,25,244.02,107.43,Industrial,9760.8,4297.200000000001,5463.6,0,1.0
TRX005628,2023-01-16,P0045,W02,20,20,2023,1,1,Monday,3,88.01,56.75,Furniture,1760.2,1135.0,625.2,0,1.0
TRX005629,2023-08-31,P0037,W01,37,37,2023,8,3,Thursday,35,616.15,358.56,Apparel,22797.55,13266.72,9530.83,0,1.0
TRX005630,2025-06-30,P0018,W01,2,2,2025,6,2,Monday,27,333.79,170.0,Industrial,667.58,340.0,327.58000000000004,0,1.0
TRX005631,2025-01-30,P0001,W04,20,20,2025,1,1,Thursday,5,228.61,128.1,Food,4572.200000000001,2562.0,2010.2000000000007,0,1.0
TRX005632,2024-12-05,P0021,W08,12,12,2024,12,4,Thursday,49,838.61,480.97,Furniture,10063.32,5771.64,4291.679999999999,0,1.0
TRX005633,2023-04-25,P0028,W06,38,38,2023,4,2,Tuesday,17,327.95,145.24,Furniture,12462.1,5519.120000000001,6942.98,0,1.0
TRX005634,2024-02-01,P0048,W04,30,30,2024,2,1,Thursday,5,529.42,336.3,Industrial,15882.6,10089.0,5793.599999999999,0,1.0
TRX005635,2024-01-29,P0016,W06,47,23,2024,1,1,Monday,5,898.94,464.06,Furniture,20675.620000000003,10673.38,10002.240000000003,1,0.489
TRX005636,2025-09-04,P0048,W06,18,18,2025,9,3,Thursday,36,529.42,336.3,Industrial,9529.56,6053.400000000001,3476.159999999999,0,1.0
TRX005637,2023-10-24,P0028,W09,10,10,2023,10,4,Tuesday,43,327.95,145.24,Furniture,3279.5,1452.4,1827.1,0,1.0
TRX005638,2025-09-28,P0022,W04,7,7,2025,9,3,Sunday,39,674.12,423.82,Industrial,4718.84,2966.74,1752.1000000000004,0,1.0
TRX005639,2023-06-27,P0019,W06,42,42,2023,6,2,Tuesday,26,582.29,289.52,Electronics,24456.18,12159.84,12296.34,0,1.0
TRX005640,2025-08-24,P0048,W10,5,5,2025,8,3,Sunday,34,529.42,336.3,Industrial,2647.1,1681.5,965.6,0,1.0
TRX005641,2023-11-11,P0001,W01,48,24,2023,11,4,Saturday,45,228.61,128.1,Food,5486.64,3074.4,2412.2400000000007,1,0.5
TRX005642,2025-11-28,P0031,W07,29,14,2025,11,4,Friday,48,37.7,17.66,Apparel,527.8000000000001,247.24,280.56000000000006,1,0.483
TRX005643,2023-09-16,P0042,W07,35,35,2023,9,3,Saturday,37,1056.57,458.33,Electronics,36979.95,16041.55,20938.4,0,1.0
TRX005644,2023-01-07,P0034,W01,39,39,2023,1,1,Saturday,1,240.6,153.81,Electronics,9383.4,5998.59,3384.8099999999995,0,1.0
TRX005645,2023-02-18,P0046,W08,12,12,2023,2,1,Saturday,7,373.76,191.7,Electronics,4485.12,2300.4,2184.7200000000003,0,1.0
TRX005646,2023-06-10,P0040,W05,10,10,2023,6,2,Saturday,23,824.37,463.89,Furniture,8243.7,4638.9,3604.800000000001,0,1.0
TRX005647,2023-06-25,P0006,W09,37,37,2023,6,2,Sunday,25,434.44,201.62,Furniture,16074.28,7459.94,8614.34,0,1.0
TRX005648,2025-10-22,P0028,W08,2,2,2025,10,4,Wednesday,43,327.95,145.24,Furniture,655.9,290.48,365.42,0,1.0
TRX005649,2025-09-27,P0003,W03,3,3,2025,9,3,Saturday,39,495.69,308.9,Apparel,1487.07,926.7,560.37,0,1.0
TRX005650,2024-03-30,P0031,W01,14,14,2024,3,1,Saturday,13,37.7,17.66,Apparel,527.8000000000001,247.24,280.56000000000006,0,1.0
TRX005651,2023-10-03,P0016,W03,47,47,2023,10,4,Tuesday,40,898.94,464.06,Furniture,42250.18,21810.82,20439.36,0,1.0
TRX005652,2024-05-12,P0017,W02,20,20,2024,5,2,Sunday,19,673.13,366.36,Food,13462.6,7327.200000000001,6135.4,0,1.0
TRX005653,2024-11-06,P0044,W02,45,45,2024,11,4,Wednesday,45,502.42,230.23,Furniture,22608.9,10360.35,12248.55,0,1.0
TRX005654,2025-11-17,P0027,W04,49,49,2025,11,4,Monday,47,700.9,307.45,Apparel,34344.1,15065.05,19279.05,0,1.0
TRX005655,2025-10-21,P0024,W02,4,4,2025,10,4,Tuesday,43,511.67,274.45,Electronics,2046.68,1097.8,948.88,0,1.0
TRX005656,2023-02-25,P0020,W08,26,26,2023,2,1,Saturday,8,370.5,265.21,Food,9633.0,6895.459999999999,2737.540000000001,0,1.0
TRX005657,2024-06-30,P0032,W05,47,47,2024,6,2,Sunday,26,506.71,217.47,Food,23815.37,10221.09,13594.28,0,1.0
TRX005658,2023-02-05,P0035,W01,15,15,2023,2,1,Sunday,5,36.39,16.9,Apparel,545.85,253.5,292.35,0,1.0
TRX005659,2024-03-14,P0013,W06,9,9,2024,3,1,Thursday,11,724.58,422.72,Industrial,6521.22,3804.480000000001,2716.74,0,1.0
TRX005660,2024-08-17,P0048,W07,3,3,2024,8,3,Saturday,33,529.42,336.3,Industrial,1588.2599999999998,1008.9,579.3599999999997,0,1.0
TRX005661,2023-11-03,P0043,W01,2,2,2023,11,4,Friday,44,900.31,426.52,Food,1800.62,853.04,947.58,0,1.0
TRX005662,2024-09-10,P0020,W03,39,39,2024,9,3,Tuesday,37,370.5,265.21,Food,14449.5,10343.19,4106.310000000001,0,1.0
TRX005663,2023-12-23,P0048,W09,41,41,2023,12,4,Saturday,51,529.42,336.3,Industrial,21706.22,13788.3,7917.919999999996,0,1.0
TRX005664,2023-06-30,P0002,W07,30,30,2023,6,2,Friday,26,475.09,344.8,Industrial,14252.7,10344.0,3908.699999999999,0,1.0
TRX005665,2023-03-09,P0004,W04,37,37,2023,3,1,Thursday,10,667.66,418.27,Industrial,24703.42,15475.99,9227.429999999998,0,1.0
TRX005666,2023-10-19,P0027,W06,17,17,2023,10,4,Thursday,42,700.9,307.45,Apparel,11915.3,5226.65,6688.65,0,1.0
TRX005667,2024-11-22,P0025,W06,3,3,2024,11,4,Friday,47,737.86,297.51,Electronics,2213.58,892.53,1321.05,0,1.0
TRX005668,2023-06-30,P0004,W03,9,9,2023,6,2,Friday,26,667.66,418.27,Industrial,6008.94,3764.43,2244.51,0,1.0
TRX005669,2024-03-09,P0032,W02,8,8,2024,3,1,Saturday,10,506.71,217.47,Food,4053.68,1739.76,2313.92,0,1.0
TRX005670,2025-07-02,P0017,W05,9,9,2025,7,3,Wednesday,27,673.13,366.36,Food,6058.17,3297.24,2760.93,0,1.0
TRX005671,2023-03-07,P0001,W08,17,17,2023,3,1,Tuesday,10,228.61,128.1,Food,3886.37,2177.7,1708.6700000000003,0,1.0
TRX005672,2025-11-10,P0033,W03,24,24,2025,11,4,Monday,46,344.13,203.49,Food,8259.119999999999,4883.76,3375.3599999999988,0,1.0
TRX005673,2024-01-19,P0030,W05,8,8,2024,1,1,Friday,3,173.76,90.98,Food,1390.08,727.84,662.2399999999999,0,1.0
TRX005674,2023-02-08,P0005,W03,14,14,2023,2,1,Wednesday,6,202.77,94.95,Industrial,2838.78,1329.3,1509.4800000000002,0,1.0
TRX005675,2025-04-01,P0012,W07,16,16,2025,4,2,Tuesday,14,33.95,25.34,Apparel,543.2,405.44,137.76000000000005,0,1.0
TRX005676,2024-08-24,P0038,W06,18,18,2024,8,3,Saturday,34,562.19,397.19,Industrial,10119.420000000002,7149.42,2970.000000000002,0,1.0
TRX005677,2025-02-23,P0032,W06,49,49,2025,2,1,Sunday,8,506.71,217.47,Food,24828.79,10656.03,14172.759999999997,0,1.0
TRX005678,2024-11-01,P0038,W01,24,24,2024,11,4,Friday,44,562.19,397.19,Industrial,13492.56,9532.56,3960.000000000002,0,1.0
TRX005679,2024-04-23,P0017,W02,39,39,2024,4,2,Tuesday,17,673.13,366.36,Food,26252.07,14288.04,11964.03,0,1.0
TRX005680,2024-07-14,P0045,W06,47,47,2024,7,3,Sunday,28,88.01,56.75,Furniture,4136.47,2667.25,1469.2200000000005,0,1.0
TRX005681,2023-04-11,P0040,W08,27,27,2023,4,2,Tuesday,15,824.37,463.89,Furniture,22257.99,12525.03,9732.960000000005,0,1.0
TRX005682,2024-05-28,P0032,W05,28,28,2024,5,2,Tuesday,22,506.71,217.47,Food,14187.88,6089.16,8098.719999999999,0,1.0
TRX005683,2023-06-25,P0024,W02,7,7,2023,6,2,Sunday,25,511.67,274.45,Electronics,3581.69,1921.15,1660.5400000000002,0,1.0
TRX005684,2023-08-26,P0012,W05,34,34,2023,8,3,Saturday,34,33.95,25.34,Apparel,1154.3000000000002,861.56,292.74000000000024,0,1.0
TRX005685,2025-06-28,P0047,W09,27,27,2025,6,2,Saturday,26,721.03,337.73,Furniture,19467.81,9118.71,10349.099999999997,0,1.0
TRX005686,2025-05-20,P0031,W06,34,34,2025,5,2,Tuesday,21,37.7,17.66,Apparel,1281.8000000000002,600.44,681.3600000000001,0,1.0
TRX005687,2024-05-09,P0019,W05,39,39,2024,5,2,Thursday,19,582.29,289.52,Electronics,22709.31,11291.28,11418.03,0,1.0
TRX005688,2025-08-04,P0029,W10,19,19,2025,8,3,Monday,32,229.79,155.17,Food,4366.01,2948.23,1417.7800000000009,0,1.0
TRX005689,2025-01-24,P0021,W06,6,6,2025,1,1,Friday,4,838.61,480.97,Furniture,5031.66,2885.82,2145.84,0,1.0
TRX005690,2023-07-30,P0026,W09,30,30,2023,7,3,Sunday,30,859.02,482.98,Apparel,25770.6,14489.4,11281.199999999995,0,1.0
TRX005691,2023-05-20,P0028,W07,28,28,2023,5,2,Saturday,20,327.95,145.24,Furniture,9182.6,4066.72,5115.88,0,1.0
TRX005692,2024-06-24,P0017,W10,12,12,2024,6,2,Monday,26,673.13,366.36,Food,8077.559999999999,4396.32,3681.24,0,1.0
TRX005693,2023-09-27,P0009,W03,15,15,2023,9,3,Wednesday,39,353.72,218.33,Apparel,5305.8,3274.9500000000003,2030.85,0,1.0
TRX005694,2025-11-01,P0021,W10,45,45,2025,11,4,Saturday,44,838.61,480.97,Furniture,37737.45,21643.65,16093.799999999996,0,1.0
TRX005695,2024-05-20,P0050,W10,39,39,2024,5,2,Monday,21,358.43,144.61,Food,13978.77,5639.790000000001,8338.98,0,1.0
TRX005696,2023-02-01,P0034,W05,39,39,2023,2,1,Wednesday,5,240.6,153.81,Electronics,9383.4,5998.59,3384.8099999999995,0,1.0
TRX005697,2025-03-23,P0011,W04,15,15,2025,3,1,Sunday,12,516.76,288.17,Food,7751.4,4322.55,3428.8499999999995,0,1.0
TRX005698,2023-12-28,P0020,W05,36,36,2023,12,4,Thursday,52,370.5,265.21,Food,13338.0,9547.56,3790.440000000001,0,1.0
TRX005699,2025-07-17,P0049,W08,3,3,2025,7,3,Thursday,29,452.59,299.74,Furniture,1357.77,899.22,458.55,0,1.0
TRX005700,2023-04-10,P0050,W06,1,1,2023,4,2,Monday,15,358.43,144.61,Food,358.43,144.61,213.82,0,1.0
TRX005701,2023-01-09,P0047,W04,7,7,2023,1,1,Monday,2,721.03,337.73,Furniture,5047.21,2364.11,2683.1,0,1.0
TRX005702,2024-11-27,P0039,W05,9,9,2024,11,4,Wednesday,48,745.39,306.92,Electronics,6708.51,2762.28,3946.23,0,1.0
TRX005703,2025-11-18,P0016,W07,1,1,2025,11,4,Tuesday,47,898.94,464.06,Furniture,898.94,464.06,434.88000000000005,0,1.0
TRX005704,2024-04-06,P0029,W08,5,5,2024,4,2,Saturday,14,229.79,155.17,Food,1148.95,775.8499999999999,373.10000000000014,0,1.0
TRX005705,2025-07-09,P0001,W05,47,47,2025,7,3,Wednesday,28,228.61,128.1,Food,10744.67,6020.7,4723.97,0,1.0
TRX005706,2024-01-25,P0018,W02,36,36,2024,1,1,Thursday,4,333.79,170.0,Industrial,12016.44,6120.0,5896.4400000000005,0,1.0
TRX005707,2024-09-23,P0022,W06,10,10,2024,9,3,Monday,39,674.12,423.82,Industrial,6741.2,4238.2,2503.0,0,1.0
TRX005708,2024-11-12,P0008,W09,2,2,2024,11,4,Tuesday,46,949.29,380.13,Apparel,1898.58,760.26,1138.32,0,1.0
TRX005709,2023-06-06,P0007,W03,23,23,2023,6,2,Tuesday,23,146.74,99.3,Apparel,3375.0200000000004,2283.9,1091.1200000000003,0,1.0
TRX005710,2023-12-01,P0025,W07,39,39,2023,12,4,Friday,48,737.86,297.51,Electronics,28776.54,11602.89,17173.65,0,1.0
TRX005711,2023-09-17,P0030,W08,29,29,2023,9,3,Sunday,37,173.76,90.98,Food,5039.04,2638.42,2400.62,0,1.0
TRX005712,2023-03-23,P0034,W06,19,9,2023,3,1,Thursday,12,240.6,153.81,Electronics,2165.4,1384.29,781.1100000000001,1,0.474
TRX005713,2025-01-23,P0044,W03,38,38,2025,1,1,Thursday,4,502.42,230.23,Furniture,19091.96,8748.74,10343.22,0,1.0
TRX005714,2024-12-20,P0048,W01,47,47,2024,12,4,Friday,51,529.42,336.3,Industrial,24882.74,15806.1,9076.639999999998,0,1.0
TRX005715,2023-03-16,P0041,W03,20,20,2023,3,1,Thursday,11,632.17,329.03,Food,12643.4,6580.599999999999,6062.8,0,1.0
TRX005716,2024-09-17,P0011,W06,12,12,2024,9,3,Tuesday,38,516.76,288.17,Food,6201.12,3458.04,2743.08,0,1.0
TRX005717,2023-03-03,P0015,W04,11,11,2023,3,1,Friday,9,431.03,203.62,Food,4741.33,2239.82,2501.51,0,1.0
TRX005718,2025-05-23,P0035,W01,35,35,2025,5,2,Friday,21,36.39,16.9,Apparel,1273.65,591.5,682.1500000000001,0,1.0
TRX005719,2023-11-16,P0023,W06,49,49,2023,11,4,Thursday,46,851.61,376.19,Food,41728.89,18433.31,23295.58,0,1.0
TRX005720,2023-04-12,P0045,W01,7,7,2023,4,2,Wednesday,15,88.01,56.75,Furniture,616.07,397.25,218.82000000000005,0,1.0
TRX005721,2025-05-23,P0021,W08,23,23,2025,5,2,Friday,21,838.61,480.97,Furniture,19288.03,11062.31,8225.719999999998,0,1.0
TRX005722,2025-08-11,P0028,W03,17,17,2025,8,3,Monday,33,327.95,145.24,Furniture,5575.15,2469.08,3106.07,0,1.0
TRX005723,2023-09-12,P0013,W03,48,48,2023,9,3,Tuesday,37,724.58,422.72,Industrial,34779.840000000004,20290.56,14489.280000000002,0,1.0
TRX005724,2024-07-23,P0034,W01,2,2,2024,7,3,Tuesday,30,240.6,153.81,Electronics,481.2,307.62,173.57999999999998,0,1.0
TRX005725,2023-04-22,P0038,W03,5,5,2023,4,2,Saturday,16,562.19,397.19,Industrial,2810.9500000000003,1985.95,825.0000000000002,0,1.0
TRX005726,2025-09-11,P0006,W07,21,21,2025,9,3,Thursday,37,434.44,201.62,Furniture,9123.24,4234.02,4889.219999999999,0,1.0
TRX005727,2025-09-24,P0044,W10,13,13,2025,9,3,Wednesday,39,502.42,230.23,Furniture,6531.46,2992.99,3538.4700000000003,0,1.0
TRX005728,2024-04-05,P0004,W08,11,11,2024,4,2,Friday,14,667.66,418.27,Industrial,7344.259999999999,4600.969999999999,2743.29,0,1.0
TRX005729,2024-12-08,P0005,W08,24,24,2024,12,4,Sunday,49,202.77,94.95,Industrial,4866.4800000000005,2278.8,2587.6800000000003,0,1.0
TRX005730,2025-06-05,P0040,W03,33,33,2025,6,2,Thursday,23,824.37,463.89,Furniture,27204.21,15308.37,11895.84,0,1.0
TRX005731,2024-06-03,P0006,W05,27,27,2024,6,2,Monday,23,434.44,201.62,Furniture,11729.88,5443.74,6286.139999999999,0,1.0
TRX005732,2025-03-22,P0021,W01,35,35,2025,3,1,Saturday,12,838.61,480.97,Furniture,29351.35,16833.95,12517.4,0,1.0
TRX005733,2023-08-24,P0028,W09,18,18,2023,8,3,Thursday,34,327.95,145.24,Furniture,5903.099999999999,2614.32,3288.7799999999997,0,1.0
TRX005734,2025-07-15,P0003,W08,21,21,2025,7,3,Tuesday,29,495.69,308.9,Apparel,10409.49,6486.9,3922.59,0,1.0
TRX005735,2024-07-10,P0023,W10,4,4,2024,7,3,Wednesday,28,851.61,376.19,Food,3406.44,1504.76,1901.68,0,1.0
TRX005736,2024-10-10,P0008,W02,41,41,2024,10,4,Thursday,41,949.29,380.13,Apparel,38920.89,15585.33,23335.56,0,1.0
TRX005737,2023-08-22,P0019,W10,32,32,2023,8,3,Tuesday,34,582.29,289.52,Electronics,18633.28,9264.64,9368.64,0,1.0
TRX005738,2025-11-21,P0011,W01,43,43,2025,11,4,Friday,47,516.76,288.17,Food,22220.68,12391.31,9829.37,0,1.0
TRX005739,2024-08-01,P0050,W04,49,49,2024,8,3,Thursday,31,358.43,144.61,Food,17563.07,7085.89,10477.18,0,1.0
TRX005740,2024-06-25,P0010,W09,11,11,2024,6,2,Tuesday,26,276.59,111.89,Industrial,3042.49,1230.79,1811.7,0,1.0
TRX005741,2023-04-24,P0028,W08,3,3,2023,4,2,Monday,17,327.95,145.24,Furniture,983.85,435.72,548.1299999999999,0,1.0
TRX005742,2023-07-23,P0020,W03,21,21,2023,7,3,Sunday,29,370.5,265.21,Food,7780.5,5569.41,2211.09,0,1.0
TRX005743,2025-11-18,P0044,W10,43,43,2025,11,4,Tuesday,47,502.42,230.23,Furniture,21604.06,9899.89,11704.170000000002,0,1.0
TRX005744,2024-10-04,P0028,W06,14,14,2024,10,4,Friday,40,327.95,145.24,Furniture,4591.3,2033.36,2557.94,0,1.0
TRX005745,2024-04-18,P0029,W09,6,6,2024,4,2,Thursday,16,229.79,155.17,Food,1378.74,931.02,447.72,0,1.0
