order_id,order_date,supplier_id,product_id,qty_ordered,delivery_days_actual,supplier_name,country,reliability_score,lead_time_days,expected_delivery_days,delay_days,is_delayed,unit_cost,order_value
PO01462,2025-09-27,S001,P0008,127,15,Supplier_A,India,0.96,3,3,12,1,380.13,48276.51
PO01463,2023-04-08,S004,P0050,420,6,Supplier_D,China,0.73,11,11,-5,0,144.61,60736.200000000004
PO01464,2025-06-22,S009,P0026,151,7,Supplier_I,Germany,0.9,15,15,-8,0,482.98,72929.98
PO01465,2025-01-20,S019,P0007,178,16,Supplier_S,USA,0.86,5,5,11,1,99.3,17675.399999999998
PO01466,2024-08-22,S015,P0010,111,16,Supplier_O,India,0.92,16,16,0,0,111.89,12419.79
PO01467,2023-01-31,S019,P0018,451,19,Supplier_S,USA,0.86,19,19,0,0,170.0,76670.0
PO01468,2024-06-06,S020,P0026,124,26,Supplier_T,India,0.73,15,15,11,1,482.98,59889.520000000004
PO01469,2023-11-01,S007,P0004,351,12,Supplier_G,Japan,0.75,7,7,5,1,418.27,146812.77
PO01470,2024-03-13,S005,P0041,338,23,Supplier_E,USA,0.89,9,9,14,1,329.03,111212.13999999998
PO01471,2025-04-14,S017,P0043,263,12,Supplier_Q,India,0.95,10,10,2,1,426.52,112174.76
PO01472,2024-06-20,S007,P0008,328,25,Supplier_G,Japan,0.75,3,3,22,1,380.13,124682.64
PO01473,2023-05-21,S017,P0025,248,14,Supplier_Q,India,0.95,6,6,8,1,297.51,73782.48
PO01474,2024-01-09,S004,P0018,354,12,Supplier_D,China,0.73,19,19,-7,0,170.0,60180.0
PO01475,2023-01-19,S013,P0047,337,26,Supplier_M,Germany,0.77,12,12,14,1,337.73,113815.01000000001
PO01476,2024-12-01,S003,P0005,109,25,Supplier_C,USA,0.7,17,17,8,1,94.95,10349.550000000001
PO01477,2023-08-08,S018,P0004,150,24,Supplier_R,Germany,0.89,7,7,17,1,418.27,62740.5
PO01478,2023-10-24,S008,P0043,382,9,Supplier_H,Japan,0.86,10,10,-1,0,426.52,162930.63999999998
PO01479,2024-05-18,S017,P0008,117,14,Supplier_Q,India,0.95,3,3,11,1,380.13,44475.21
PO01480,2023-06-19,S005,P0002,341,5,Supplier_E,USA,0.89,3,3,2,1,344.8,117576.8
PO01481,2024-11-21,S001,P0003,282,29,Supplier_A,India,0.96,5,5,24,1,308.9,87109.79999999999
PO01482,2023-09-20,S007,P0030,325,29,Supplier_G,Japan,0.75,15,15,14,1,90.98,29568.5
PO01483,2023-01-24,S011,P0007,434,8,Supplier_K,USA,0.77,5,5,3,1,99.3,43096.2
PO01484,2024-11-28,S019,P0050,232,15,Supplier_S,USA,0.86,11,11,4,1,144.61,33549.520000000004
PO01485,2025-04-11,S012,P0044,392,5,Supplier_L,Germany,0.91,11,11,-6,0,230.23,90250.15999999999
PO01486,2023-09-27,S012,P0024,407,27,Supplier_L,Germany,0.91,13,13,14,1,274.45,111701.15
PO01487,2023-05-12,S001,P0007,330,18,Supplier_A,India,0.96,5,5,13,1,99.3,32769.0
PO01488,2025-07-17,S011,P0036,325,26,Supplier_K,USA,0.77,3,3,23,1,107.43,34914.75
PO01489,2025-09-24,S013,P0001,473,16,Supplier_M,Germany,0.77,5,5,11,1,128.1,60591.299999999996
PO01490,2024-10-19,S010,P0030,415,15,Supplier_J,USA,0.89,15,15,0,0,90.98,37756.700000000004
PO01491,2023-10-11,S012,P0048,380,26,Supplier_L,Germany,0.91,14,14,12,1,336.3,127794.0
PO01492,2025-04-29,S015,P0034,478,10,Supplier_O,India,0.92,13,13,-3,0,153.81,73521.18000000001
PO01493,2024-04-29,S015,P0006,388,14,Supplier_O,India,0.92,16,16,-2,0,201.62,78228.56
PO01494,2023-04-23,S012,P0001,324,23,Supplier_L,Germany,0.91,5,5,18,1,128.1,41504.4
PO01495,2024-08-18,S017,P0026,370,24,Supplier_Q,India,0.95,15,15,9,1,482.98,178702.6
PO01496,2023-07-05,S016,P0039,100,5,Supplier_P,USA,0.89,11,11,-6,0,306.92,30692.0
PO01497,2025-03-14,S003,P0031,265,21,Supplier_C,USA,0.7,8,8,13,1,17.66,4679.9
PO01498,2025-04-11,S016,P0040,272,11,Supplier_P,USA,0.89,5,5,6,1,463.89,126178.08
PO01499,2024-06-06,S008,P0040,234,24,Supplier_H,Japan,0.86,5,5,19,1,463.89,108550.26
PO01500,2025-03-10,S016,P0002,111,6,Supplier_P,USA,0.89,3,3,3,1,344.8,38272.8
PO01501,2024-10-02,S018,P0011,423,28,Supplier_R,Germany,0.89,9,9,19,1,288.17,121895.91
PO01502,2024-03-13,S018,P0045,253,11,Supplier_R,Germany,0.89,7,7,4,1,56.75,14357.75
PO01503,2024-04-05,S016,P0041,493,14,Supplier_P,USA,0.89,9,9,5,1,329.03,162211.78999999998
PO01504,2025-11-19,S015,P0038,299,22,Supplier_O,India,0.92,15,15,7,1,397.19,118759.81
PO01505,2024-12-23,S003,P0030,149,16,Supplier_C,USA,0.7,15,15,1,1,90.98,13556.02
PO01506,2023-05-17,S007,P0023,451,15,Supplier_G,Japan,0.75,17,17,-2,0,376.19,169661.69
PO01507,2024-03-13,S008,P0016,409,27,Supplier_H,Japan,0.86,15,15,12,1,464.06,189800.54
PO01508,2023-11-21,S020,P0027,142,20,Supplier_T,India,0.73,9,9,11,1,307.45,43657.9
PO01509,2025-02-16,S018,P0036,457,11,Supplier_R,Germany,0.89,3,3,8,1,107.43,49095.51
PO01510,2023-04-07,S005,P0023,254,18,Supplier_E,USA,0.89,17,17,1,1,376.19,95552.26
PO01511,2025-01-31,S005,P0033,243,7,Supplier_E,USA,0.89,14,14,-7,0,203.49,49448.07
PO01512,2024-12-29,S013,P0022,342,29,Supplier_M,Germany,0.77,15,15,14,1,423.82,144946.44
PO01513,2023-07-03,S009,P0039,447,25,Supplier_I,Germany,0.9,11,11,14,1,306.92,137193.24000000002
PO01514,2025-03-04,S013,P0016,441,28,Supplier_M,Germany,0.77,15,15,13,1,464.06,204650.46
PO01515,2023-08-03,S017,P0004,483,12,Supplier_Q,India,0.95,7,7,5,1,418.27,202024.41
PO01516,2023-01-12,S014,P0046,419,5,Supplier_N,Germany,0.79,3,3,2,1,191.7,80322.29999999999
PO01517,2024-04-22,S013,P0046,398,25,Supplier_M,Germany,0.77,3,3,22,1,191.7,76296.59999999999
PO01518,2023-06-16,S002,P0015,355,25,Supplier_B,India,0.88,12,12,13,1,203.62,72285.1
PO01519,2023-12-21,S010,P0017,456,7,Supplier_J,USA,0.89,9,9,-2,0,366.36,167060.16
PO01520,2024-07-25,S007,P0031,309,25,Supplier_G,Japan,0.75,8,8,17,1,17.66,5456.94
PO01521,2025-09-19,S014,P0039,223,21,Supplier_N,Germany,0.79,11,11,10,1,306.92,68443.16
PO01522,2024-09-19,S004,P0031,497,18,Supplier_D,China,0.73,8,8,10,1,17.66,8777.02
PO01523,2024-03-19,S016,P0035,163,14,Supplier_P,USA,0.89,9,9,5,1,16.9,2754.7
PO01524,2024-07-05,S015,P0022,322,14,Supplier_O,India,0.92,15,15,-1,0,423.82,136470.04
PO01525,2025-05-26,S008,P0022,148,5,Supplier_H,Japan,0.86,15,15,-10,0,423.82,62725.36
PO01526,2025-04-04,S007,P0003,437,16,Supplier_G,Japan,0.75,5,5,11,1,308.9,134989.3
PO01527,2025-01-29,S014,P0018,218,19,Supplier_N,Germany,0.79,19,19,0,0,170.0,37060.0
PO01528,2024-04-14,S004,P0026,473,19,Supplier_D,China,0.73,15,15,4,1,482.98,228449.54
PO01529,2024-05-28,S001,P0035,403,14,Supplier_A,India,0.96,9,9,5,1,16.9,6810.7
PO01530,2023-03-07,S013,P0024,455,5,Supplier_M,Germany,0.77,13,13,-8,0,274.45,124874.75
PO01531,2023-10-16,S011,P0026,367,10,Supplier_K,USA,0.77,15,15,-5,0,482.98,177253.66
PO01532,2024-03-28,S006,P0036,285,18,Supplier_F,India,0.7,3,3,15,1,107.43,30617.550000000003
PO01533,2023-05-02,S001,P0021,251,26,Supplier_A,India,0.96,9,9,17,1,480.97,120723.47
PO01534,2024-12-28,S003,P0048,358,14,Supplier_C,USA,0.7,14,14,0,0,336.3,120395.40000000001
PO01535,2023-01-29,S007,P0049,441,21,Supplier_G,Japan,0.75,17,17,4,1,299.74,132185.34
PO01536,2023-04-15,S006,P0007,357,5,Supplier_F,India,0.7,5,5,0,0,99.3,35450.1
PO01537,2023-12-30,S010,P0005,315,25,Supplier_J,USA,0.89,17,17,8,1,94.95,29909.25
PO01538,2024-08-02,S015,P0031,363,22,Supplier_O,India,0.92,8,8,14,1,17.66,6410.58
PO01539,2023-03-12,S005,P0015,200,23,Supplier_E,USA,0.89,12,12,11,1,203.62,40724.0
PO01540,2024-01-21,S012,P0047,228,27,Supplier_L,Germany,0.91,12,12,15,1,337.73,77002.44
PO01541,2024-10-08,S005,P0002,352,7,Supplier_E,USA,0.89,3,3,4,1,344.8,121369.6
PO01542,2024-09-13,S010,P0018,401,21,Supplier_J,USA,0.89,19,19,2,1,170.0,68170.0
PO01543,2024-12-12,S002,P0010,359,21,Supplier_B,India,0.88,16,16,5,1,111.89,40168.51
PO01544,2024-03-22,S009,P0046,171,9,Supplier_I,Germany,0.9,3,3,6,1,191.7,32780.7
PO01545,2025-01-31,S001,P0002,316,18,Supplier_A,India,0.96,3,3,15,1,344.8,108956.8
PO01546,2023-06-24,S010,P0010,131,20,Supplier_J,USA,0.89,16,16,4,1,111.89,14657.59
PO01547,2024-06-24,S006,P0040,371,29,Supplier_F,India,0.7,5,5,24,1,463.89,172103.19
PO01548,2024-03-20,S008,P0012,130,7,Supplier_H,Japan,0.86,11,11,-4,0,25.34,3294.2
PO01549,2024-01-01,S006,P0047,232,9,Supplier_F,India,0.7,12,12,-3,0,337.73,78353.36
PO01550,2025-09-11,S017,P0022,240,10,Supplier_Q,India,0.95,15,15,-5,0,423.82,101716.8
PO01551,2025-07-15,S019,P0041,235,27,Supplier_S,USA,0.86,9,9,18,1,329.03,77322.04999999999
PO01552,2023-02-02,S016,P0021,494,8,Supplier_P,USA,0.89,9,9,-1,0,480.97,237599.18000000002
PO01553,2025-07-23,S013,P0049,294,27,Supplier_M,Germany,0.77,17,17,10,1,299.74,88123.56
PO01554,2023-09-27,S014,P0028,132,7,Supplier_N,Germany,0.79,4,4,3,1,145.24,19171.68
PO01555,2023-06-08,S019,P0003,231,8,Supplier_S,USA,0.86,5,5,3,1,308.9,71355.9
PO01556,2024-03-07,S008,P0037,249,11,Supplier_H,Japan,0.86,3,3,8,1,358.56,89281.44
PO01557,2025-01-10,S019,P0042,413,7,Supplier_S,USA,0.86,8,8,-1,0,458.33,189290.28999999998
PO01558,2024-03-29,S014,P0028,453,28,Supplier_N,Germany,0.79,4,4,24,1,145.24,65793.72
PO01559,2025-01-02,S019,P0005,337,16,Supplier_S,USA,0.86,17,17,-1,0,94.95,31998.15
PO01560,2024-11-22,S011,P0005,330,14,Supplier_K,USA,0.77,17,17,-3,0,94.95,31333.5
PO01561,2023-02-01,S020,P0009,462,27,Supplier_T,India,0.73,7,7,20,1,218.33,100868.46
PO01562,2024-01-17,S015,P0024,180,9,Supplier_O,India,0.92,13,13,-4,0,274.45,49401.0
PO01563,2024-12-01,S016,P0037,195,18,Supplier_P,USA,0.89,3,3,15,1,358.56,69919.2
PO01564,2023-05-25,S013,P0031,125,6,Supplier_M,Germany,0.77,8,8,-2,0,17.66,2207.5
PO01565,2025-08-30,S011,P0014,498,27,Supplier_K,USA,0.77,17,17,10,1,230.38,114729.23999999999
PO01566,2024-02-09,S011,P0041,280,6,Supplier_K,USA,0.77,9,9,-3,0,329.03,92128.4
PO01567,2025-11-03,S015,P0027,160,19,Supplier_O,India,0.92,9,9,10,1,307.45,49192.0
PO01568,2023-07-19,S006,P0021,223,6,Supplier_F,India,0.7,9,9,-3,0,480.97,107256.31000000001
PO01569,2023-10-08,S009,P0023,103,8,Supplier_I,Germany,0.9,17,17,-9,0,376.19,38747.57
PO01570,2024-04-16,S003,P0038,244,14,Supplier_C,USA,0.7,15,15,-1,0,397.19,96914.36
PO01571,2025-08-09,S019,P0004,436,16,Supplier_S,USA,0.86,7,7,9,1,418.27,182365.72
PO01572,2023-08-06,S010,P0004,111,17,Supplier_J,USA,0.89,7,7,10,1,418.27,46427.97
PO01573,2025-11-12,S010,P0047,306,13,Supplier_J,USA,0.89,12,12,1,1,337.73,103345.38
PO01574,2024-04-26,S006,P0005,238,8,Supplier_F,India,0.7,17,17,-9,0,94.95,22598.100000000002
PO01575,2025-02-19,S014,P0013,318,16,Supplier_N,Germany,0.79,17,17,-1,0,422.72,134424.96000000002
PO01576,2023-08-20,S005,P0045,369,28,Supplier_E,USA,0.89,7,7,21,1,56.75,20940.75
PO01577,2025-01-02,S004,P0032,114,10,Supplier_D,China,0.73,14,14,-4,0,217.47,24791.579999999998
PO01578,2023-04-01,S013,P0005,368,11,Supplier_M,Germany,0.77,17,17,-6,0,94.95,34941.6
PO01579,2024-11-11,S003,P0031,389,22,Supplier_C,USA,0.7,8,8,14,1,17.66,6869.74
PO01580,2025-04-09,S013,P0046,360,22,Supplier_M,Germany,0.77,3,3,19,1,191.7,69012.0
PO01581,2023-05-30,S007,P0015,471,10,Supplier_G,Japan,0.75,12,12,-2,0,203.62,95905.02
PO01582,2023-03-18,S012,P0018,169,23,Supplier_L,Germany,0.91,19,19,4,1,170.0,28730.0
PO01583,2025-05-09,S011,P0040,320,26,Supplier_K,USA,0.77,5,5,21,1,463.89,148444.8
PO01584,2025-02-19,S003,P0049,142,18,Supplier_C,USA,0.7,17,17,1,1,299.74,42563.08
PO01585,2023-03-27,S018,P0018,379,8,Supplier_R,Germany,0.89,19,19,-11,0,170.0,64430.0
PO01586,2024-11-16,S017,P0028,404,24,Supplier_Q,India,0.95,4,4,20,1,145.24,58676.96000000001
PO01587,2025-05-08,S014,P0008,132,16,Supplier_N,Germany,0.79,3,3,13,1,380.13,50177.159999999996
PO01588,2025-08-11,S011,P0028,357,20,Supplier_K,USA,0.77,4,4,16,1,145.24,51850.68
PO01589,2023-04-21,S007,P0014,389,18,Supplier_G,Japan,0.75,17,17,1,1,230.38,89617.81999999999
PO01590,2025-05-16,S019,P0005,309,12,Supplier_S,USA,0.86,17,17,-5,0,94.95,29339.55
PO01591,2023-02-20,S004,P0018,481,29,Supplier_D,China,0.73,19,19,10,1,170.0,81770.0
PO01592,2025-06-08,S011,P0007,313,14,Supplier_K,USA,0.77,5,5,9,1,99.3,31080.899999999998
PO01593,2024-11-20,S011,P0018,166,15,Supplier_K,USA,0.77,19,19,-4,0,170.0,28220.0
PO01594,2023-06-09,S001,P0019,307,27,Supplier_A,India,0.96,6,6,21,1,289.52,88882.64
PO01595,2025-05-28,S003,P0016,493,29,Supplier_C,USA,0.7,15,15,14,1,464.06,228781.58
PO01596,2023-08-02,S018,P0015,498,20,Supplier_R,Germany,0.89,12,12,8,1,203.62,101402.76000000001
PO01597,2024-11-14,S006,P0032,431,21,Supplier_F,India,0.7,14,14,7,1,217.47,93729.56999999999
PO01598,2024-11-06,S002,P0043,216,26,Supplier_B,India,0.88,10,10,16,1,426.52,92128.31999999999
PO01599,2025-05-25,S016,P0002,266,14,Supplier_P,USA,0.89,3,3,11,1,344.8,91716.8
PO01600,2023-01-12,S003,P0029,150,8,Supplier_C,USA,0.7,12,12,-4,0,155.17,23275.499999999996
PO01601,2025-11-26,S006,P0039,498,20,Supplier_F,India,0.7,11,11,9,1,306.92,152846.16
PO01602,2023-12-03,S015,P0026,446,6,Supplier_O,India,0.92,15,15,-9,0,482.98,215409.08000000002
PO01603,2023-05-22,S018,P0021,170,20,Supplier_R,Germany,0.89,9,9,11,1,480.97,81764.90000000001
PO01604,2025-11-29,S009,P0033,445,22,Supplier_I,Germany,0.9,14,14,8,1,203.49,90553.05
PO01605,2023-09-29,S014,P0037,290,10,Supplier_N,Germany,0.79,3,3,7,1,358.56,103982.4
PO01606,2025-11-05,S008,P0015,446,24,Supplier_H,Japan,0.86,12,12,12,1,203.62,90814.52
PO01607,2023-02-27,S001,P0029,241,25,Supplier_A,India,0.96,12,12,13,1,155.17,37395.969999999994
PO01608,2024-11-05,S017,P0019,240,29,Supplier_Q,India,0.95,6,6,23,1,289.52,69484.79999999999
PO01609,2023-08-14,S011,P0031,177,12,Supplier_K,USA,0.77,8,8,4,1,17.66,3125.82
PO01610,2023-06-10,S004,P0039,311,8,Supplier_D,China,0.73,11,11,-3,0,306.92,95452.12000000001
PO01611,2024-12-27,S008,P0049,323,15,Supplier_H,Japan,0.86,17,17,-2,0,299.74,96816.02
PO01612,2025-10-12,S014,P0039,138,6,Supplier_N,Germany,0.79,11,11,-5,0,306.92,42354.96
PO01613,2025-01-01,S007,P0024,421,6,Supplier_G,Japan,0.75,13,13,-7,0,274.45,115543.45
PO01614,2024-12-25,S011,P0015,435,23,Supplier_K,USA,0.77,12,12,11,1,203.62,88574.7
PO01615,2024-06-08,S019,P0030,309,27,Supplier_S,USA,0.86,15,15,12,1,90.98,28112.82
PO01616,2023-06-09,S002,P0025,287,11,Supplier_B,India,0.88,6,6,5,1,297.51,85385.37
PO01617,2023-06-18,S004,P0047,291,27,Supplier_D,China,0.73,12,12,15,1,337.73,98279.43000000001
PO01618,2024-02-08,S012,P0017,452,7,Supplier_L,Germany,0.91,9,9,-2,0,366.36,165594.72
PO01619,2023-09-14,S020,P0029,402,13,Supplier_T,India,0.73,12,12,1,1,155.17,62378.34
PO01620,2024-03-06,S017,P0025,320,20,Supplier_Q,India,0.95,6,6,14,1,297.51,95203.2
PO01621,2025-03-25,S011,P0046,349,11,Supplier_K,USA,0.77,3,3,8,1,191.7,66903.3
PO01622,2023-03-28,S019,P0003,316,18,Supplier_S,USA,0.86,5,5,13,1,308.9,97612.4
PO01623,2023-07-24,S018,P0022,109,16,Supplier_R,Germany,0.89,15,15,1,1,423.82,46196.38
PO01624,2024-10-05,S020,P0036,419,16,Supplier_T,India,0.73,3,3,13,1,107.43,45013.170000000006
PO01625,2023-11-18,S018,P0005,432,29,Supplier_R,Germany,0.89,17,17,12,1,94.95,41018.4
PO01626,2024-11-18,S001,P0040,102,13,Supplier_A,India,0.96,5,5,8,1,463.89,47316.78
PO01627,2023-02-23,S013,P0007,287,11,Supplier_M,Germany,0.77,5,5,6,1,99.3,28499.1
PO01628,2023-07-20,S009,P0027,186,9,Supplier_I,Germany,0.9,9,9,0,0,307.45,57185.7
PO01629,2023-09-29,S020,P0015,424,12,Supplier_T,India,0.73,12,12,0,0,203.62,86334.88
PO01630,2024-01-31,S003,P0044,308,14,Supplier_C,USA,0.7,11,11,3,1,230.23,70910.84
PO01631,2024-11-26,S015,P0014,320,23,Supplier_O,India,0.92,17,17,6,1,230.38,73721.6
PO01632,2023-06-27,S004,P0012,259,26,Supplier_D,China,0.73,11,11,15,1,25.34,6563.06
PO01633,2024-12-06,S011,P0015,459,28,Supplier_K,USA,0.77,12,12,16,1,203.62,93461.58
PO01634,2023-04-07,S004,P0047,483,23,Supplier_D,China,0.73,12,12,11,1,337.73,163123.59
PO01635,2025-09-24,S010,P0040,389,13,Supplier_J,USA,0.89,5,5,8,1,463.89,180453.21
PO01636,2024-08-19,S011,P0026,458,22,Supplier_K,USA,0.77,15,15,7,1,482.98,221204.84
PO01637,2024-08-12,S007,P0044,175,21,Supplier_G,Japan,0.75,11,11,10,1,230.23,40290.25
PO01638,2023-05-26,S017,P0043,393,17,Supplier_Q,India,0.95,10,10,7,1,426.52,167622.36
PO01639,2024-07-16,S016,P0027,184,16,Supplier_P,USA,0.89,9,9,7,1,307.45,56570.799999999996
PO01640,2025-08-25,S002,P0050,249,14,Supplier_B,India,0.88,11,11,3,1,144.61,36007.89000000001
PO01641,2023-09-05,S016,P0005,385,26,Supplier_P,USA,0.89,17,17,9,1,94.95,36555.75
PO01642,2024-07-31,S014,P0022,280,10,Supplier_N,Germany,0.79,15,15,-5,0,423.82,118669.59999999999
PO01643,2023-03-25,S019,P0039,183,17,Supplier_S,USA,0.86,11,11,6,1,306.92,56166.36
PO01644,2024-02-14,S001,P0021,485,20,Supplier_A,India,0.96,9,9,11,1,480.97,233270.45
PO01645,2025-05-21,S010,P0050,298,8,Supplier_J,USA,0.89,11,11,-3,0,144.61,43093.780000000006
PO01646,2024-05-14,S004,P0040,393,22,Supplier_D,China,0.73,5,5,17,1,463.89,182308.77
PO01647,2024-05-17,S008,P0045,412,23,Supplier_H,Japan,0.86,7,7,16,1,56.75,23381.0
PO01648,2023-04-14,S004,P0047,388,22,Supplier_D,China,0.73,12,12,10,1,337.73,131039.24
PO01649,2023-01-06,S010,P0023,383,16,Supplier_J,USA,0.89,17,17,-1,0,376.19,144080.77
PO01650,2024-07-12,S017,P0024,353,24,Supplier_Q,India,0.95,13,13,11,1,274.45,96880.84999999999
PO01651,2025-04-27,S013,P0005,290,14,Supplier_M,Germany,0.77,17,17,-3,0,94.95,27535.5
PO01652,2023-01-19,S016,P0015,281,15,Supplier_P,USA,0.89,12,12,3,1,203.62,57217.22
PO01653,2023-01-03,S014,P0034,233,12,Supplier_N,Germany,0.79,13,13,-1,0,153.81,35837.73
PO01654,2023-05-21,S006,P0029,194,19,Supplier_F,India,0.7,12,12,7,1,155.17,30102.979999999996
PO01655,2024-08-16,S001,P0037,135,6,Supplier_A,India,0.96,3,3,3,1,358.56,48405.6
PO01656,2025-03-19,S017,P0035,429,11,Supplier_Q,India,0.95,9,9,2,1,16.9,7250.099999999999
PO01657,2024-01-10,S011,P0025,217,24,Supplier_K,USA,0.77,6,6,18,1,297.51,64559.67
PO01658,2023-01-07,S019,P0004,246,10,Supplier_S,USA,0.86,7,7,3,1,418.27,102894.42
PO01659,2023-01-31,S004,P0026,489,21,Supplier_D,China,0.73,15,15,6,1,482.98,236177.22
PO01660,2024-09-28,S002,P0038,107,21,Supplier_B,India,0.88,15,15,6,1,397.19,42499.33
PO01661,2025-10-20,S006,P0047,489,27,Supplier_F,India,0.7,12,12,15,1,337.73,165149.97
PO01662,2023-01-19,S015,P0004,268,27,Supplier_O,India,0.92,7,7,20,1,418.27,112096.36
PO01663,2023-02-16,S005,P0036,210,11,Supplier_E,USA,0.89,3,3,8,1,107.43,22560.300000000003
PO01664,2024-03-31,S008,P0002,316,23,Supplier_H,Japan,0.86,3,3,20,1,344.8,108956.8
PO01665,2024-09-15,S011,P0047,470,10,Supplier_K,USA,0.77,12,12,-2,0,337.73,158733.1
PO01666,2024-06-12,S018,P0016,345,14,Supplier_R,Germany,0.89,15,15,-1,0,464.06,160100.7
PO01667,2024-06-29,S007,P0014,370,28,Supplier_G,Japan,0.75,17,17,11,1,230.38,85240.59999999999
PO01668,2025-10-02,S020,P0040,249,28,Supplier_T,India,0.73,5,5,23,1,463.89,115508.61
PO01669,2023-10-12,S016,P0020,487,12,Supplier_P,USA,0.89,7,7,5,1,265.21,129157.26999999999
PO01670,2024-01-07,S015,P0019,185,27,Supplier_O,India,0.92,6,6,21,1,289.52,53561.2
PO01671,2023-01-24,S004,P0020,155,8,Supplier_D,China,0.73,7,7,1,1,265.21,41107.549999999996
PO01672,2024-12-21,S004,P0028,373,25,Supplier_D,China,0.73,4,4,21,1,145.24,54174.520000000004
PO01673,2024-08-22,S004,P0045,206,26,Supplier_D,China,0.73,7,7,19,1,56.75,11690.5
PO01674,2025-08-31,S002,P0005,480,21,Supplier_B,India,0.88,17,17,4,1,94.95,45576.0
PO01675,2024-07-19,S019,P0050,123,6,Supplier_S,USA,0.86,11,11,-5,0,144.61,17787.030000000002
PO01676,2024-06-03,S008,P0048,326,26,Supplier_H,Japan,0.86,14,14,12,1,336.3,109633.8
PO01677,2024-05-19,S014,P0046,294,23,Supplier_N,Germany,0.79,3,3,20,1,191.7,56359.799999999996
PO01678,2023-09-25,S016,P0037,373,23,Supplier_P,USA,0.89,3,3,20,1,358.56,133742.88
PO01679,2023-07-15,S010,P0015,444,8,Supplier_J,USA,0.89,12,12,-4,0,203.62,90407.28
PO01680,2023-09-17,S017,P0019,183,20,Supplier_Q,India,0.95,6,6,14,1,289.52,52982.159999999996
PO01681,2025-08-15,S018,P0036,138,21,Supplier_R,Germany,0.89,3,3,18,1,107.43,14825.34
PO01682,2025-04-24,S008,P0026,188,25,Supplier_H,Japan,0.86,15,15,10,1,482.98,90800.24
PO01683,2024-02-19,S011,P0039,288,12,Supplier_K,USA,0.77,11,11,1,1,306.92,88392.96
PO01684,2025-02-10,S004,P0049,432,12,Supplier_D,China,0.73,17,17,-5,0,299.74,129487.68000000001
PO01685,2023-12-25,S019,P0030,433,11,Supplier_S,USA,0.86,15,15,-4,0,90.98,39394.340000000004
PO01686,2025-08-09,S017,P0012,449,11,Supplier_Q,India,0.95,11,11,0,0,25.34,11377.66
PO01687,2023-04-28,S002,P0019,143,8,Supplier_B,India,0.88,6,6,2,1,289.52,41401.36
PO01688,2024-03-08,S003,P0047,331,29,Supplier_C,USA,0.7,12,12,17,1,337.73,111788.63
PO01689,2025-06-10,S019,P0009,383,10,Supplier_S,USA,0.86,7,7,3,1,218.33,83620.39
PO01690,2023-09-11,S017,P0036,385,22,Supplier_Q,India,0.95,3,3,19,1,107.43,41360.55
PO01691,2024-08-14,S020,P0005,150,15,Supplier_T,India,0.73,17,17,-2,0,94.95,14242.5
PO01692,2025-01-11,S016,P0029,388,19,Supplier_P,USA,0.89,12,12,7,1,155.17,60205.95999999999
PO01693,2024-03-02,S005,P0032,465,25,Supplier_E,USA,0.89,14,14,11,1,217.47,101123.55
PO01694,2025-05-03,S002,P0003,419,20,Supplier_B,India,0.88,5,5,15,1,308.9,129429.09999999999
PO01695,2025-04-19,S007,P0025,383,27,Supplier_G,Japan,0.75,6,6,21,1,297.51,113946.33
PO01696,2024-05-06,S007,P0034,474,16,Supplier_G,Japan,0.75,13,13,3,1,153.81,72905.94
PO01697,2024-03-13,S009,P0031,172,28,Supplier_I,Germany,0.9,8,8,20,1,17.66,3037.52
PO01698,2023-10-08,S014,P0047,497,15,Supplier_N,Germany,0.79,12,12,3,1,337.73,167851.81
PO01699,2024-03-20,S016,P0021,326,11,Supplier_P,USA,0.89,9,9,2,1,480.97,156796.22
PO01700,2024-11-08,S012,P0044,409,14,Supplier_L,Germany,0.91,11,11,3,1,230.23,94164.06999999999
PO01701,2025-11-25,S018,P0047,276,7,Supplier_R,Germany,0.89,12,12,-5,0,337.73,93213.48000000001
PO01702,2024-07-06,S008,P0049,106,9,Supplier_H,Japan,0.86,17,17,-8,0,299.74,31772.440000000002
PO01703,2025-03-25,S015,P0045,211,13,Supplier_O,India,0.92,7,7,6,1,56.75,11974.25
PO01704,2025-01-21,S017,P0010,415,26,Supplier_Q,India,0.95,16,16,10,1,111.89,46434.35
PO01705,2025-09-09,S012,P0034,356,8,Supplier_L,Germany,0.91,13,13,-5,0,153.81,54756.36
PO01706,2025-02-08,S011,P0029,150,26,Supplier_K,USA,0.77,12,12,14,1,155.17,23275.499999999996
PO01707,2024-06-03,S012,P0021,393,20,Supplier_L,Germany,0.91,9,9,11,1,480.97,189021.21000000002
PO01708,2024-07-21,S010,P0041,165,21,Supplier_J,USA,0.89,9,9,12,1,329.03,54289.95
PO01709,2023-09-24,S003,P0013,468,23,Supplier_C,USA,0.7,17,17,6,1,422.72,197832.96000000002
PO01710,2024-04-15,S007,P0032,173,24,Supplier_G,Japan,0.75,14,14,10,1,217.47,37622.31
PO01711,2024-08-08,S005,P0026,198,19,Supplier_E,USA,0.89,15,15,4,1,482.98,95630.04000000001
PO01712,2025-01-28,S020,P0018,286,11,Supplier_T,India,0.73,19,19,-8,0,170.0,48620.0
PO01713,2024-12-18,S006,P0039,207,6,Supplier_F,India,0.7,11,11,-5,0,306.92,63532.44
